carb	flav	macro
TR5215-c0_g1_i4	TR5909-c3_g1_i1	TR32864-c1_g2_i1
TR49214-c0_g1_i1	TR621-c1_g1_i1	TR32865-c0_g3_i1
TR54943-c1_g6_i1	TR20837-c0_g1_i1	TR32877-c0_g2_i1
TR33792-c1_g1_i2	TR38765-c2_g5_i1	TR32882-c2_g1_i1
TR32123-c3_g5_i1	TR40047-c1_g2_i4	TR32895-c1_g1_i2
TR43311-c0_g1_i2	TR13773-c0_g4_i2	TR329-c0_g2_i1
TR20364-c0_g1_i1	TR49633-c0_g1_i1	TR32908-c0_g1_i1
TR22966-c0_g1_i1	TR44447-c0_g1_i1	TR32941-c0_g2_i1
TR21421-c1_g1_i1	TR14773-c0_g2_i1	TR32954-c0_g1_i1
TR14316-c0_g2_i1	TR22275-c0_g1_i1	TR32968-c1_g2_i1
TR12785-c0_g1_i1	TR37131-c0_g8_i1	TR32971-c0_g3_i2
TR58460-c0_g5_i1	TR36803-c0_g1_i1	TR32973-c0_g2_i1
TR38217-c1_g4_i1	TR2733-c0_g2_i1	TR32981-c0_g1_i4
TR3743-c0_g2_i1	TR29872-c0_g1_i1	TR32992-c0_g1_i1
TR24960-c2_g4_i1	TR25179-c0_g2_i2	TR32995-c0_g1_i1
TR43379-c0_g2_i1	TR41424-c0_g1_i1	TR32996-c0_g1_i1
TR56389-c0_g1_i1	TR49447-c0_g1_i1	TR33006-c0_g1_i1
TR27355-c0_g3_i3	TR17547-c0_g2_i1	TR33010-c0_g2_i2
TR41119-c0_g3_i2	TR16061-c0_g1_i1	TR33013-c0_g1_i1
TR38089-c0_g8_i1	TR33859-c0_g2_i1	TR33016-c1_g3_i1
TR30358-c0_g1_i1	TR34605-c0_g1_i1	TR33024-c0_g2_i1
TR30358-c0_g2_i1	TR34605-c0_g2_i2	TR33024-c0_g2_i2
TR18576-c0_g1_i1	TR33023-c0_g1_i1	TR33060-c0_g1_i1
TR44889-c1_g3_i1	TR19839-c0_g5_i1	TR33078-c0_g6_i2
TR40768-c4_g3_i2	TR14298-c1_g2_i3	TR33082-c1_g3_i4
TR5901-c1_g1_i1	TR42571-c0_g1_i1	TR33109-c0_g1_i1
TR16416-c0_g1_i1	TR1843-c1_g1_i1	TR33111-c0_g1_i1
TR44366-c0_g1_i1	TR13332-c1_g1_i1	TR33130-c0_g1_i1
TR55086-c5_g4_i3	TR31213-c0_g1_i1	TR33135-c0_g1_i1
TR37887-c0_g2_i1	NA	TR33153-c0_g1_i1
TR40412-c1_g1_i1	TR37330-c0_g1_i1	TR33183-c0_g1_i1
TR35034-c1_g3_i4	TR35173-c0_g1_i2	TR33198-c1_g5_i1
TR35034-c1_g2_i1	TR35173-c1_g3_i1	TR33198-c1_g8_i1
TR23756-c1_g1_i1	TR38373-c0_g1_i1	TR33210-c1_g1_i1
TR12888-c0_g1_i1	TR49126-c0_g1_i1	TR3325-c1_g1_i1
NA	TR40021-c0_g1_i1	TR33278-c0_g1_i1
TR1191-c0_g2_i1	TR15449-c0_g1_i1	TR33295-c0_g2_i1
TR30535-c0_g2_i1	TR51285-c0_g1_i1	TR33300-c0_g3_i1
TR35859-c0_g2_i1	TR16036-c0_g2_i1	TR33308-c0_g1_i1
TR49119-c0_g8_i1	TR20491-c0_g1_i1	TR33311-c0_g1_i1
TR31498-c2_g3_i2	TR13199-c0_g1_i1	TR33312-c1_g2_i1
TR58699-c1_g2_i1	TR44825-c0_g1_i1	TR33329-c0_g1_i1
TR50267-c0_g1_i1	TR46283-c2_g4_i1	TR33348-c0_g2_i1
TR50267-c0_g3_i2	TR46283-c2_g1_i1	TR33348-c0_g5_i1
TR49715-c0_g2_i1	TR37988-c0_g1_i1	TR33371-c0_g1_i1
TR18147-c1_g3_i1	TR4528-c1_g4_i1	TR33374-c1_g1_i1
TR15743-c0_g2_i1	TR18737-c0_g1_i1	TR33397-c0_g1_i1
TR18716-c0_g2_i2	TR45132-c0_g1_i1	TR33415-c0_g1_i2
TR12999-c0_g2_i3	TR43610-c0_g1_i1	TR3346-c4_g3_i1
TR44447-c0_g2_i1	TR25760-c0_g1_i1	TR3348-c0_g1_i1
TR417-c0_g1_i1	TR46185-c0_g1_i1	TR33485-c0_g1_i1
TR16102-c0_g11_i1	TR12660-c0_g1_i1	TR33493-c0_g1_i2
TR21612-c4_g1_i2	TR19357-c1_g1_i3	TR33518-c0_g2_i1
TR29341-c0_g1_i1	TR34905-c0_g1_i1	TR33537-c0_g1_i1
TR56593-c0_g2_i1	TR40573-c0_g2_i1	TR33538-c0_g1_i1
TR24938-c0_g2_i1	TR9886-c0_g2_i1	TR33539-c0_g1_i1
TR551-c0_g1_i2	TR15190-c0_g1_i1	TR3355-c2_g2_i1
TR551-c0_g1_i3	TR15190-c0_g1_i2	TR3355-c2_g4_i2
TR45398-c1_g1_i1	TR7347-c0_g2_i1	TR33551-c0_g1_i3
TR33670-c0_g1_i1	TR11372-c0_g1_i1	TR33558-c0_g1_i1
TR19364-c0_g1_i1	TR40352-c0_g2_i2	TR33569-c0_g1_i1
TR12536-c0_g2_i1	TR15558-c0_g1_i1	TR33574-c0_g1_i1
TR26669-c2_g2_i1	TR49779-c0_g2_i1	TR33574-c5_g7_i2
TR18841-c0_g1_i1	TR17066-c0_g1_i1	TR33584-c0_g1_i1
TR38180-c0_g3_i1	TR26119-c0_g5_i2	TR33589-c0_g1_i1
TR38180-c0_g4_i1	TR26119-c0_g4_i2	TR33589-c1_g1_i1
TR45332-c0_g1_i1	TR38590-c0_g1_i1	TR33591-c0_g1_i2
TR36488-c2_g2_i3	TR31227-c1_g1_i1	TR336-c1_g1_i1
TR1726-c0_g1_i1	TR44074-c0_g1_i1	TR33605-c0_g1_i1
TR57247-c0_g1_i2	TR7144-c0_g1_i1	TR33607-c0_g1_i1
TR23870-c5_g10_i1	TR8893-c1_g1_i1	TR3361-c1_g4_i1
TR45153-c1_g1_i1	TR50966-c1_g1_i3	TR33622-c2_g2_i1
TR49318-c0_g7_i1	TR47536-c0_g1_i1	TR33626-c0_g1_i1
TR3013-c0_g1_i1	TR6842-c0_g1_i1	TR33650-c0_g1_i1
TR30843-c0_g1_i1	TR10238-c0_g1_i1	TR33660-c1_g1_i2
TR6062-c1_g1_i3	TR3896-c0_g1_i1	TR33698-c1_g4_i1
TR17229-c0_g2_i1	TR31362-c0_g1_i2	TR33701-c0_g1_i1
TR60774-c0_g1_i1	TR837-c2_g1_i1	TR33709-c0_g1_i1
TR45320-c0_g1_i1	TR19749-c0_g1_i1	TR3371-c1_g1_i1
TR22372-c2_g4_i1	TR20641-c0_g1_i2	TR33710-c0_g1_i1
TR38628-c0_g5_i1	TR872-c1_g1_i1	TR33716-c1_g1_i3
TR55815-c0_g2_i1	TR812-c0_g1_i1	TR33719-c0_g4_i1
TR31014-c0_g1_i1	NA	TR33743-c0_g1_i1
TR48569-c0_g5_i1	TR34708-c2_g1_i1	TR33750-c3_g3_i1
TR10636-c0_g7_i1	TR35785-c0_g4_i1	TR33751-c0_g1_i1
TR9758-c0_g1_i1	TR6966-c0_g1_i1	TR33754-c0_g1_i1
TR38567-c1_g1_i1	TR30111-c0_g1_i1	TR33757-c0_g3_i1
TR4784-c3_g2_i1	TR33142-c0_g1_i1	TR33788-c0_g2_i1
TR4076-c0_g1_i1	TR20535-c0_g1_i2	TR33790-c0_g2_i1
TR13474-c0_g6_i2	TR3172-c0_g4_i2	TR33822-c0_g1_i1
TR13898-c0_g2_i1	TR43614-c0_g1_i1	TR33825-c0_g2_i1
TR36212-c0_g1_i1	TR27353-c0_g1_i1	TR33837-c0_g2_i1
TR31182-c0_g5_i1	TR25506-c0_g2_i1	TR33838-c0_g1_i1
TR59329-c1_g2_i5	TR5044-c0_g2_i1	TR33856-c0_g5_i1
TR44226-c4_g2_i4	TR32898-c1_g1_i1	TR33862-c0_g1_i1
NA	TR26103-c0_g2_i1	TR33893-c0_g1_i1
TR15792-c0_g2_i1	TR47608-c1_g1_i1	TR33899-c0_g1_i1
TR633-c0_g3_i1	TR38961-c2_g1_i1	TR33927-c0_g10_i1
TR633-c0_g16_i1	TR38961-c2_g2_i1	TR33927-c0_g4_i1
TR28482-c0_g3_i1	TR25308-c0_g2_i1	TR33968-c0_g1_i1
TR3609-c0_g1_i1	TR34901-c0_g1_i1	TR33974-c0_g1_i1
TR34907-c0_g1_i1	TR21396-c0_g1_i1	TR34003-c1_g1_i1
TR32862-c0_g4_i1	TR4877-c0_g1_i2	TR34006-c0_g1_i1
TR45772-c0_g1_i1	TR39049-c0_g1_i1	TR34012-c0_g1_i1
TR41367-c0_g1_i1	TR43138-c0_g2_i1	TR34017-c0_g2_i1
TR2596-c0_g2_i1	TR50563-c0_g1_i1	TR34035-c1_g1_i3
TR6858-c0_g2_i1	TR45370-c0_g1_i1	TR34062-c0_g1_i1
TR39441-c0_g2_i1	TR41960-c0_g1_i1	TR34067-c0_g3_i1
TR7923-c1_g1_i2	TR49094-c1_g3_i1	TR34073-c0_g3_i1
TR44807-c0_g1_i1	TR34747-c0_g1_i1	TR34074-c0_g1_i1
TR8192-c1_g1_i1	TR45244-c1_g2_i1	TR34106-c0_g1_i1
TR35747-c0_g1_i1	TR33633-c0_g1_i1	TR34121-c1_g1_i1
TR2237-c2_g6_i2	TR29304-c0_g3_i3	TR34129-c0_g2_i1
TR2237-c2_g6_i1	TR29304-c0_g3_i1	TR34129-c0_g3_i1
TR31862-c1_g1_i1	TR46368-c0_g1_i1	TR34131-c0_g3_i1
TR56344-c9_g2_i1	TR3808-c0_g1_i2	TR34149-c0_g1_i1
TR56344-c8_g2_i2	TR43925-c0_g1_i1	TR34149-c0_g3_i4
TR378-c0_g7_i1	TR37130-c0_g1_i1	TR34156-c1_g2_i1
TR20747-c0_g6_i1	TR16538-c0_g5_i5	TR34164-c0_g1_i1
TR54331-c0_g1_i1	TR2094-c0_g1_i1	TR34175-c0_g1_i1
TR53919-c1_g1_i1	TR13623-c0_g1_i1	TR34176-c1_g2_i1
TR17148-c0_g1_i1	TR16584-c0_g3_i1	TR34176-c1_g3_i1
TR53919-c0_g1_i3	TR23713-c0_g1_i1	TR34176-c1_g5_i1
TR17148-c1_g1_i1	TR16584-c0_g1_i1	TR34176-c3_g1_i1
TR61769-c11_g5_i2	TR44941-c0_g1_i1	TR34184-c0_g1_i1
TR22298-c0_g2_i1	NA	TR34199-c0_g1_i1
TR26316-c1_g2_i1	TR4753-c0_g1_i1	TR34201-c0_g1_i1
TR14529-c0_g2_i1	TR33036-c0_g4_i2	TR34204-c0_g1_i1
TR604-c0_g1_i1	TR35634-c0_g1_i1	TR34212-c0_g1_i1
TR31272-c0_g1_i1	TR5832-c0_g2_i1	TR34219-c0_g2_i1
TR29134-c0_g2_i1	TR27485-c0_g3_i1	TR34235-c0_g3_i1
TR29134-c1_g1_i1	TR27485-c1_g3_i1	TR34235-c0_g6_i1
TR11481-c1_g3_i2	TR44339-c1_g2_i1	TR34242-c0_g7_i2
TR36269-c1_g1_i1	TR40050-c0_g1_i1	TR34273-c0_g1_i1
TR26558-c0_g6_i1	TR24811-c0_g2_i1	TR34283-c0_g3_i2
TR2545-c0_g2_i1	TR36158-c0_g1_i1	TR34288-c1_g2_i3
TR54571-c0_g1_i1	TR16050-c0_g1_i3	TR34302-c3_g8_i1
TR31129-c0_g2_i3	TR28723-c0_g3_i1	TR34303-c0_g2_i2
TR38194-c0_g3_i1	NA	TR34305-c0_g1_i1
TR56070-c0_g2_i1	TR24299-c0_g2_i2	TR34321-c0_g1_i3
TR53211-c0_g1_i1	TR14265-c0_g1_i1	TR34324-c0_g1_i1
TR31170-c0_g16_i2	NA	TR34332-c0_g4_i2
TR22057-c1_g1_i1	TR33963-c0_g5_i2	TR34338-c1_g1_i1
TR39171-c0_g5_i1	TR22840-c0_g2_i1	TR34345-c0_g6_i1
TR39171-c0_g1_i1	TR22840-c0_g4_i4	TR34345-c0_g9_i1
TR11445-c0_g2_i1	TR12859-c0_g1_i1	TR34368-c0_g1_i1
TR50891-c6_g1_i1	TR47414-c0_g2_i1	TR34377-c3_g18_i1
TR61089-c0_g2_i1	TR30248-c0_g6_i1	TR34390-c0_g3_i1
TR4723-c0_g1_i1	TR1174-c0_g1_i1	TR34418-c0_g1_i1
TR54971-c1_g2_i1	TR50549-c0_g1_i1	TR34427-c0_g1_i1
TR54971-c1_g1_i1	TR50549-c0_g1_i2	TR34427-c0_g1_i2
TR60001-c0_g1_i1	TR13061-c0_g1_i1	TR34451-c0_g1_i1
TR9912-c0_g3_i1	TR33140-c0_g3_i1	TR3446-c0_g1_i1
TR40162-c1_g1_i1	TR43303-c0_g1_i1	TR34461-c0_g13_i2
NA	TR48872-c0_g7_i1	TR34461-c0_g3_i1
TR9723-c0_g18_i1	TR48872-c1_g1_i1	TR34461-c0_g7_i1
TR9723-c0_g9_i1	TR43303-c0_g2_i1	TR34461-c0_g8_i1
TR23945-c0_g1_i1	TR23042-c1_g1_i1	TR34473-c0_g1_i1
TR6147-c5_g3_i1	TR30054-c0_g1_i1	TR34492-c0_g2_i1
TR51764-c0_g2_i1	TR39988-c0_g1_i1	TR34495-c0_g2_i1
TR41285-c1_g1_i1	TR32271-c1_g1_i1	TR34498-c1_g1_i1
TR28889-c0_g1_i1	TR28774-c0_g1_i1	TR34501-c0_g1_i1
TR46132-c0_g1_i1	TR27048-c0_g5_i1	TR34509-c0_g2_i1
TR16813-c0_g1_i1	TR26313-c0_g1_i1	TR3451-c0_g1_i1
TR33648-c2_g12_i1	TR4689-c1_g3_i2	TR34519-c0_g2_i1
TR28695-c1_g7_i1	TR36069-c0_g5_i2	TR34523-c0_g1_i1
TR16624-c0_g4_i1	TR45334-c1_g4_i1	TR34527-c0_g1_i1
TR34509-c0_g2_i1	TR33574-c0_g1_i1	TR34536-c1_g2_i1
TR3400-c0_g1_i2	TR33220-c0_g5_i2	TR34575-c0_g1_i1
TR51968-c0_g2_i1	TR39015-c0_g1_i1	TR34576-c0_g1_i1
TR24617-c1_g1_i1	TR50316-c0_g1_i1	TR34584-c1_g1_i1
TR41041-c5_g2_i1	TR29252-c0_g2_i1	NA
TR19251-c0_g1_i1	TR7553-c0_g2_i1	TR34592-c0_g1_i1
TR57380-c0_g1_i1	TR7553-c0_g5_i1	TR34592-c1_g4_i1
TR30542-c0_g1_i1	TR45153-c0_g2_i1	TR34593-c0_g1_i1
TR42558-c1_g1_i1	TR5182-c2_g2_i4	TR34618-c1_g2_i1
TR579-c0_g2_i1	TR20176-c0_g2_i1	TR34636-c0_g1_i1
TR56686-c0_g5_i1	TR9766-c2_g4_i1	TR34636-c2_g1_i1
TR56865-c0_g2_i1	TR9766-c2_g10_i1	TR34636-c2_g2_i4
TR10444-c1_g5_i1	TR9476-c1_g1_i1	TR34637-c0_g1_i1
TR33716-c0_g1_i2	TR20286-c0_g2_i1	TR34643-c4_g4_i1
TR60034-c1_g10_i1	TR40425-c2_g6_i1	TR34652-c0_g1_i2
TR60034-c1_g2_i2	TR40425-c2_g4_i2	TR34652-c0_g2_i2
TR19807-c0_g1_i1	TR10927-c0_g1_i1	TR34654-c0_g1_i1
TR9942-c0_g1_i2	TR17566-c0_g1_i2	TR34671-c0_g1_i1
TR56630-c1_g1_i1	TR22520-c0_g1_i1	TR34678-c1_g3_i4
TR45025-c0_g2_i2	TR22450-c1_g3_i1	TR34682-c2_g1_i2
TR60269-c0_g1_i1	TR5927-c0_g1_i1	TR34705-c0_g1_i1
TR50694-c1_g2_i1	TR32236-c0_g7_i1	TR34740-c0_g3_i1
TR50694-c1_g6_i1	TR32236-c0_g2_i3	TR34740-c0_g4_i1
TR50694-c1_g10_i1	TR32236-c0_g6_i1	TR34740-c0_g5_i1
TR657-c0_g1_i1	TR45766-c0_g1_i1	TR34746-c0_g1_i1
TR38318-c0_g1_i1	TR11523-c0_g1_i2	TR34756-c0_g1_i1
TR24398-c1_g1_i1	TR24795-c0_g1_i1	TR3476-c0_g1_i1
TR43550-c4_g1_i1	TR25218-c0_g6_i1	TR34778-c0_g1_i1
TR45775-c0_g1_i2	TR23290-c0_g3_i1	TR34781-c0_g1_i1
TR27185-c0_g1_i1	TR28455-c0_g1_i1	TR34784-c3_g1_i1
TR27185-c1_g1_i1	TR28455-c1_g1_i1	TR34784-c4_g1_i1
TR22240-c0_g3_i2	TR37734-c0_g3_i1	TR34800-c0_g1_i1
TR5518-c0_g3_i1	TR34354-c1_g4_i1	TR34816-c3_g1_i1
TR8425-c0_g1_i2	TR18434-c0_g1_i1	TR3482-c2_g1_i1
TR21995-c0_g2_i1	TR31225-c1_g5_i1	TR34820-c1_g2_i1
TR39368-c1_g1_i2	TR28638-c2_g1_i1	TR34835-c0_g1_i1
TR54904-c0_g1_i2	TR49337-c0_g2_i1	TR34837-c0_g3_i1
TR34304-c0_g1_i1	TR29377-c0_g1_i1	TR34846-c0_g1_i1
TR32353-c0_g1_i1	TR19994-c0_g7_i1	TR34896-c0_g1_i3
TR41620-c0_g12_i1	TR43090-c0_g3_i2	TR34923-c1_g1_i1
TR26238-c0_g1_i1	TR50095-c0_g1_i1	TR3494-c1_g1_i1
TR54909-c3_g5_i1	TR30322-c0_g2_i1	TR34945-c3_g11_i1
TR5704-c0_g2_i1	TR7382-c0_g1_i1	TR34946-c0_g1_i1
TR57253-c2_g14_i1	TR47507-c1_g4_i3	TR3496-c1_g4_i2
TR29733-c0_g2_i1	TR21833-c0_g1_i1	TR34976-c0_g2_i1
TR58129-c0_g2_i1	TR8345-c0_g1_i1	TR34981-c1_g1_i1
TR40722-c0_g2_i1	TR11623-c0_g4_i1	TR34986-c0_g1_i1
TR16295-c0_g1_i1	TR6916-c0_g3_i1	TR34999-c2_g4_i2
TR29685-c0_g3_i1	TR22213-c0_g1_i1	TR3500-c0_g1_i1
TR8643-c0_g1_i1	TR9128-c0_g1_i1	TR35007-c0_g1_i1
TR10194-c0_g1_i1	TR34667-c0_g3_i1	TR35015-c0_g3_i1
TR10194-c0_g4_i2	TR34667-c0_g2_i2	TR35015-c0_g4_i1
TR32038-c0_g3_i2	TR2241-c0_g1_i1	TR35019-c1_g3_i4
TR32038-c0_g1_i1	TR22804-c0_g1_i1	TR35019-c1_g3_i6
NA	TR1284-c0_g5_i1	TR35032-c0_g3_i1
TR44135-c0_g6_i1	TR50479-c0_g1_i1	TR35038-c0_g2_i1
TR61598-c0_g1_i1	TR16351-c0_g3_i1	TR35070-c0_g10_i1
TR4229-c0_g2_i1	TR45382-c0_g2_i1	TR35070-c0_g3_i1
TR39043-c2_g3_i1	TR3906-c0_g2_i2	TR35072-c0_g10_i1
TR40630-c0_g1_i1	TR24507-c0_g1_i1	TR35084-c0_g1_i1
TR6780-c0_g1_i2	TR20831-c0_g2_i1	TR3509-c0_g1_i3
TR1847-c1_g2_i1	TR41866-c1_g1_i1	TR35106-c0_g1_i1
TR3267-c4_g2_i1	TR27640-c0_g1_i1	TR35128-c0_g1_i1
TR43486-c0_g1_i1	TR49239-c0_g2_i1	TR3513-c0_g1_i2
TR17389-c1_g3_i1	TR18643-c0_g1_i1	TR35149-c0_g1_i4
NA	TR30854-c1_g2_i1	TR35151-c3_g10_i1
TR27731-c1_g2_i1	TR47460-c1_g1_i2	NA
TR55234-c0_g4_i2	TR41146-c0_g3_i1	TR35175-c1_g8_i1
TR39249-c0_g2_i1	TR46034-c0_g1_i1	TR35176-c0_g1_i1
TR3709-c3_g1_i1	TR28704-c0_g1_i1	TR35186-c1_g1_i1
TR37596-c0_g3_i3	TR18298-c1_g3_i1	TR35187-c0_g3_i1
TR26552-c2_g1_i2	TR16732-c0_g1_i2	TR35205-c2_g1_i1
TR19858-c0_g1_i1	TR15146-c1_g2_i1	TR35208-c1_g3_i1
TR50846-c1_g2_i1	TR22117-c0_g2_i1	TR35218-c2_g2_i1
TR14594-c0_g2_i1	TR31064-c0_g1_i1	TR35232-c0_g1_i1
TR5940-c5_g16_i1	TR43031-c1_g8_i1	TR35240-c3_g6_i1
TR27306-c5_g6_i2	TR30800-c2_g4_i1	TR35279-c1_g1_i1
TR52478-c0_g1_i2	TR13474-c0_g3_i1	TR35282-c0_g4_i1
TR36597-c1_g1_i1	TR12251-c0_g1_i1	TR35328-c1_g4_i1
TR54378-c0_g3_i1	TR12167-c3_g6_i1	TR35335-c2_g3_i1
TR50124-c1_g4_i2	TR34208-c1_g7_i1	TR35339-c1_g2_i3
TR5929-c0_g1_i1	TR40625-c1_g2_i1	TR35346-c0_g2_i1
TR1811-c0_g2_i2	TR375-c2_g3_i1	NA
TR57804-c2_g3_i1	TR37347-c0_g1_i1	TR35365-c0_g10_i1
TR12195-c0_g4_i2	TR20811-c0_g1_i1	TR35367-c0_g2_i1
TR6858-c0_g4_i2	TR35487-c0_g8_i1	TR35373-c0_g2_i1
TR30603-c7_g6_i1	TR26554-c2_g1_i1	TR35382-c3_g1_i2
TR5857-c0_g3_i1	TR43618-c0_g2_i1	TR35390-c0_g1_i4
TR46546-c0_g2_i1	TR5197-c1_g1_i1	TR35393-c0_g1_i1
TR22059-c1_g4_i1	TR39489-c0_g1_i5	NA
TR28240-c5_g3_i1	TR11040-c7_g2_i1	TR35407-c2_g1_i1
TR32509-c0_g1_i1	TR19875-c0_g1_i1	TR35426-c0_g4_i1
TR32509-c0_g2_i1	TR43182-c0_g1_i1	TR35426-c0_g5_i1
TR60014-c0_g2_i1	TR13104-c0_g1_i3	TR35429-c1_g1_i1
TR458-c0_g7_i1	TR1872-c0_g5_i1	TR35432-c1_g1_i1
TR14836-c0_g1_i1	TR49355-c0_g1_i2	TR35445-c0_g1_i1
TR37593-c0_g7_i1	TR23028-c0_g8_i1	TR35450-c0_g2_i2
TR45184-c0_g1_i2	TR38371-c0_g1_i2	TR35476-c0_g2_i1
TR32013-c0_g2_i1	TR31422-c3_g1_i1	TR35500-c0_g1_i1
TR35930-c1_g1_i1	TR10756-c1_g1_i1	TR35505-c0_g1_i1
TR16115-c0_g2_i1	TR22985-c0_g1_i1	TR35508-c0_g1_i1
TR32281-c0_g2_i1	TR106-c1_g2_i1	TR35516-c0_g1_i1
TR58514-c1_g6_i1	TR19359-c0_g1_i1	TR35524-c0_g1_i1
TR25730-c0_g1_i1	TR15462-c0_g2_i1	TR35557-c0_g4_i1
TR28735-c0_g1_i1	TR41849-c0_g1_i1	TR35558-c0_g1_i1
TR11465-c0_g3_i4	TR41385-c1_g1_i2	TR35599-c1_g1_i1
TR9517-c0_g1_i1	TR26770-c0_g1_i1	TR35602-c0_g2_i1
TR19125-c10_g1_i1	TR30695-c2_g2_i1	TR35617-c1_g2_i1
TR18733-c0_g3_i1	TR22439-c0_g2_i1	TR35629-c0_g1_i1
TR33240-c0_g1_i1	TR4253-c2_g2_i1	TR35634-c0_g1_i1
TR61516-c0_g1_i1	TR33286-c0_g1_i3	TR35639-c0_g1_i1
TR10835-c0_g2_i1	TR45639-c1_g1_i1	TR35640-c1_g7_i4
TR35730-c0_g1_i1	TR7424-c0_g1_i1	TR35657-c0_g1_i1
TR53190-c0_g1_i1	TR36574-c0_g1_i1	TR35662-c0_g1_i1
TR22048-c0_g7_i1	TR46479-c1_g3_i1	TR35673-c0_g1_i1
TR22048-c0_g9_i2	TR44958-c0_g1_i1	TR35673-c0_g1_i2
TR50157-c0_g1_i1	TR30940-c0_g1_i1	TR35675-c0_g1_i2
TR54245-c4_g2_i1	TR46717-c0_g4_i2	TR35684-c0_g1_i1
TR35241-c0_g2_i1	TR20523-c0_g1_i1	TR35703-c0_g1_i1
TR10096-c3_g6_i1	TR48807-c0_g6_i4	TR35721-c3_g1_i1
NA	TR48807-c0_g6_i5	TR35721-c3_g1_i2
TR30762-c1_g1_i4	TR11369-c0_g3_i1	TR35723-c0_g3_i1
TR61741-c3_g4_i3	TR5005-c1_g1_i4	TR35726-c1_g2_i1
TR23185-c0_g1_i4	TR8235-c0_g1_i2	TR35733-c2_g2_i1
TR6043-c0_g1_i1	TR41991-c0_g1_i1	TR35745-c0_g1_i1
TR19814-c0_g2_i1	TR13566-c0_g1_i2	TR35757-c1_g1_i2
TR19814-c0_g2_i2	TR13566-c0_g1_i1	TR35757-c2_g2_i1
TR48722-c0_g4_i1	TR25872-c0_g2_i1	TR35760-c1_g1_i1
TR35777-c0_g1_i2	TR41698-c0_g1_i1	TR35767-c0_g1_i1
TR17709-c0_g2_i1	TR27967-c0_g4_i1	TR35774-c0_g1_i1
TR17709-c0_g1_i1	TR27967-c0_g6_i1	TR35774-c0_g2_i1
TR61461-c1_g2_i2	TR21761-c0_g1_i1	TR35788-c0_g2_i1
TR24284-c2_g2_i1	TR43234-c0_g4_i1	TR358-c0_g1_i1
TR25441-c0_g2_i1	TR49671-c0_g1_i2	TR35808-c3_g1_i1
TR2218-c0_g1_i1	TR22664-c0_g1_i1	TR35814-c0_g1_i1
TR41989-c0_g1_i1	TR50370-c0_g2_i1	TR35816-c1_g1_i1
TR58283-c0_g1_i1	TR20642-c0_g5_i1	TR35817-c0_g1_i1
NA	TR36226-c0_g1_i1	TR35842-c0_g1_i1
TR4935-c0_g3_i1	TR35564-c0_g1_i1	TR35844-c0_g4_i1
TR60925-c0_g2_i1	TR11277-c1_g1_i1	TR35852-c2_g1_i1
TR16839-c2_g6_i1	TR29075-c0_g1_i1	TR35859-c0_g2_i2
TR56314-c0_g7_i1	TR9569-c0_g1_i1	TR3590-c0_g1_i1
TR3028-c6_g1_i1	TR47140-c12_g2_i1	TR35912-c1_g1_i2
TR27798-c0_g5_i1	TR6940-c0_g2_i1	TR35918-c1_g5_i1
TR52854-c0_g1_i1	TR7029-c0_g1_i1	TR35920-c0_g1_i1
TR50004-c0_g6_i3	TR38866-c1_g1_i1	TR35950-c0_g1_i2
TR51019-c0_g1_i1	TR47218-c0_g2_i1	TR35956-c5_g1_i1
TR7492-c1_g3_i1	TR2145-c0_g4_i2	TR35972-c1_g1_i5
TR10360-c1_g8_i4	TR34247-c0_g2_i1	TR35972-c2_g5_i2
TR39243-c0_g3_i1	TR4475-c0_g1_i1	TR35988-c1_g1_i1
TR39243-c0_g2_i1	TR4475-c0_g6_i1	TR35988-c1_g4_i1
TR26397-c0_g1_i1	TR18168-c0_g3_i1	TR36001-c0_g1_i1
TR21094-c0_g3_i4	TR48469-c0_g3_i1	TR36005-c0_g2_i1
TR60460-c6_g1_i1	TR5247-c0_g1_i1	TR36005-c1_g1_i1
NA	TR30188-c1_g1_i1	TR36015-c1_g2_i1
TR9597-c0_g6_i1	TR9787-c1_g2_i1	TR3607-c1_g1_i1
TR32989-c0_g3_i1	TR50322-c0_g1_i3	TR36087-c0_g3_i1
TR3224-c0_g1_i1	TR36127-c0_g3_i1	TR36091-c0_g1_i1
TR61180-c0_g1_i1	TR25162-c0_g2_i1	TR36105-c2_g4_i1
TR50341-c0_g1_i1	TR1454-c0_g1_i1	TR3612-c0_g1_i1
TR39439-c0_g1_i2	TR3321-c0_g15_i1	TR36127-c3_g3_i2
TR15175-c0_g1_i1	TR4368-c0_g1_i3	TR3613-c0_g1_i1
TR25914-c0_g9_i1	TR31711-c1_g7_i2	TR36138-c2_g1_i1
TR25914-c0_g5_i1	TR31711-c1_g2_i2	TR36138-c2_g2_i4
NA	TR37608-c0_g1_i1	TR3614-c0_g2_i1
TR25988-c0_g1_i1	TR23014-c2_g1_i1	TR36159-c0_g4_i1
TR19992-c0_g2_i4	TR29026-c0_g4_i1	TR36169-c0_g6_i1
TR34255-c0_g1_i1	TR36748-c0_g2_i2	TR36188-c0_g1_i1
TR50747-c0_g1_i1	TR10069-c0_g1_i1	TR36220-c0_g1_i1
TR4556-c1_g1_i1	TR35659-c1_g1_i1	TR36225-c1_g1_i1
TR533-c0_g2_i1	TR10608-c0_g1_i1	TR36227-c1_g1_i1
