contig	species	dN	dS	dNdS
TR24057-c0_g2_i1	flav	0.0000	0.0097	0.0010
TR46499-c1_g2_i1	flav	0.0098	0.0275	0.3547
TR33060-c0_g1_i1	flav	0.0001	0.0600	0.0010
TR1081-c0_g5_i2	flav	0.0000	0.0000	0.0049
TR2455-c0_g2_i1	flav	0.0000	0.0000	0.0010
TR22814-c0_g2_i5	flav	0.0041	0.0000	99.0000
TR42996-c0_g1_i4	flav	0.0066	0.0090	0.7359
TR42996-c0_g3_i1	flav	0.0000	0.0000	2.6244
TR26001-c0_g1_i1	flav	0.0106	0.0689	0.1541
TR3011-c1_g2_i1	flav	0.0026	0.0382	0.0671
TR33415-c0_g1_i2	flav	0.0000	0.0293	0.0010
TR31148-c0_g5_i1	flav	0.0000	0.0000	99.0000
TR31148-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR35629-c0_g1_i1	flav	0.0151	0.0735	0.2061
TR26650-c1_g1_i1	flav	0.0001	0.0571	0.0010
TR47442-c0_g1_i1	flav	0.0679	9.8521	0.0069
TR31169-c0_g3_i1	flav	0.0164	0.0002	99.0000
TR44447-c1_g1_i1	flav	0.0022	0.0173	0.1260
TR33584-c0_g1_i1	flav	0.0000	0.0240	0.0010
TR11870-c0_g5_i1	flav	0.0424	0.0739	0.5743
TR40721-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR25624-c0_g8_i1	flav	0.0000	0.0000	0.0010
TR38997-c0_g1_i1	flav	0.0000	0.0000	0.2245
TR32705-c4_g1_i1	flav	0.0000	0.0000	1.5391
TR24955-c0_g1_i1	flav	0.0079	0.1522	0.0517
TR30131-c0_g2_i1	flav	0.0000	0.0342	0.0010
TR78-c0_g1_i3	flav	0.0076	0.0464	0.1643
TR4376-c0_g1_i1	flav	0.0355	0.1038	0.3417
TR27949-c0_g2_i1	flav	0.0000	0.0000	1.5417
TR35617-c1_g2_i1	flav	0.0087	0.0251	0.3445
TR6430-c2_g1_i1	flav	0.0011	0.0248	0.0445
TR19558-c0_g4_i1	flav	0.0079	0.0186	0.4252
TR40791-c0_g2_i1	flav	0.0654	60.6458	0.0011
TR37162-c2_g7_i1	flav	0.0001	0.0733	0.0010
TR37162-c2_g5_i1	flav	0.0000	0.0000	0.0010
TR45088-c0_g1_i3	flav	0.0000	0.0000	0.3019
TR871-c0_g6_i1	flav	0.0082	0.0851	0.0968
TR26755-c15_g1_i1	flav	0.0000	0.0000	0.0010
TR9841-c2_g1_i1	flav	0.0000	0.0382	0.0010
TR21092-c1_g1_i1	flav	0.0017	0.0464	0.0361
TR30215-c1_g2_i1	flav	0.0001	0.0543	0.0010
TR34592-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR22067-c2_g1_i6	flav	0.0000	0.0077	0.0010
TR22067-c0_g1_i1	flav	0.0199	0.0002	99.0000
TR11191-c0_g1_i2	flav	0.0351	0.0916	0.3838
TR31819-c0_g1_i1	flav	0.0001	0.1087	0.0010
TR31342-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR17904-c1_g1_i1	flav	0.0000	0.0417	0.0010
TR22758-c0_g1_i1	flav	0.0047	0.0000	99.0000
TR5590-c0_g1_i1	flav	0.0035	0.0391	0.0891
TR30388-c0_g1_i2	flav	0.0000	0.0291	0.0010
TR9306-c1_g1_i2	flav	0.0040	0.0145	0.2759
TR33569-c0_g1_i1	flav	0.0000	0.0079	0.0010
TR17921-c2_g1_i2	flav	0.0039	0.0392	0.0985
TR12510-c1_g2_i1	flav	0.0052	0.0204	0.2555
TR12027-c0_g1_i2	flav	0.0079	0.0259	0.3057
TR27554-c0_g1_i4	flav	0.0000	0.0000	0.7070
TR36731-c0_g1_i1	flav	0.0229	0.0644	0.3563
TR17096-c0_g1_i1	flav	0.0000	0.0069	0.0010
TR23867-c0_g8_i1	flav	0.0092	0.1058	0.0870
TR41224-c0_g1_i1	flav	0.0001	0.0591	0.0010
TR37224-c0_g1_i1	flav	0.0000	0.0111	0.0010
TR20198-c1_g1_i1	flav	0.0240	9.4657	0.0025
TR29255-c2_g1_i1	flav	0.0051	0.0696	0.0733
TR29255-c1_g1_i1	flav	0.0000	0.0000	99.0000
TR7799-c0_g1_i1	flav	0.0033	0.0628	0.0524
TR26346-c1_g2_i1	flav	0.0000	0.0174	0.0010
TR39989-c0_g5_i1	flav	0.0031	0.0055	0.5675
TR31696-c0_g1_i1	flav	0.0036	0.0829	0.0437
TR27478-c1_g1_i1	flav	0.0000	0.0367	0.0010
TR47356-c0_g3_i3	flav	0.0000	0.0284	0.0010
TR37363-c0_g1_i2	flav	0.0000	0.0213	0.0010
TR17285-c5_g1_i5	flav	0.0261	0.0570	0.4581
TR15306-c1_g1_i1	flav	0.0000	0.0000	0.0010
TR44370-c0_g1_i1	flav	0.0148	0.0001	99.0000
TR2660-c0_g2_i1	flav	0.0000	0.0266	0.0010
TR8111-c0_g2_i1	flav	0.0111	0.0001	99.0000
TR46348-c0_g2_i1	flav	0.0000	0.0000	99.0000
TR6913-c1_g1_i1	flav	0.0027	0.0277	0.0986
TR6913-c0_g1_i1	flav	0.0014	0.0227	0.0611
TR37688-c0_g1_i1	flav	0.0000	0.0282	0.0010
TR17721-c0_g1_i3	flav	0.0053	0.0001	99.0000
TR18473-c0_g1_i1	flav	0.0124	9.0021	0.0014
TR29238-c0_g1_i2	flav	0.0156	0.0196	0.7936
TR563-c0_g1_i1	flav	0.0000	0.0239	0.0010
TR6484-c1_g1_i1	flav	0.0093	0.0282	0.3298
TR22908-c0_g1_i1	flav	0.0001	0.0664	0.0010
TR39154-c3_g1_i1	flav	0.0000	0.0000	0.0010
TR40199-c0_g3_i1	flav	0.0000	0.0298	0.0010
TR21237-c0_g1_i3	flav	0.0102	0.0001	99.0000
TR11622-c0_g6_i1	flav	0.0000	0.0402	0.0010
TR34654-c0_g1_i1	flav	0.0000	0.0340	0.0010
TR35757-c1_g1_i2	flav	0.0051	0.0263	0.1939
TR35757-c2_g2_i1	flav	0.0000	0.0481	0.0010
TR19966-c0_g1_i1	flav	0.0045	0.0253	0.1783
TR7652-c0_g8_i4	flav	0.0039	0.0073	0.5300
TR36994-c1_g1_i1	flav	0.0068	0.0389	0.1761
TR29698-c0_g1_i2	flav	0.0665	1.9685	0.0338
TR35208-c1_g3_i1	flav	0.0000	0.0436	0.0010
TR39993-c0_g3_i1	flav	0.0000	0.0267	0.0010
TR44916-c0_g1_i1	flav	0.0000	0.0374	0.0010
TR26753-c0_g4_i2	flav	0.0329	0.0375	0.8762
TR32213-c1_g2_i1	flav	0.0001	0.0824	0.0010
TR36169-c0_g6_i1	flav	0.0000	0.0000	1.5510
TR2686-c1_g1_i1	flav	0.0149	0.1151	0.1298
TR6170-c0_g3_i1	flav	0.0001	0.0800	0.0010
TR37953-c0_g3_i1	flav	0.0000	0.0148	0.0010
TR8419-c0_g1_i1	flav	0.0000	0.0359	0.0010
TR8491-c0_g1_i2	flav	0.0072	0.0324	0.2235
TR18886-c1_g2_i1	flav	0.0001	0.0507	0.0010
TR24822-c1_g2_i1	flav	0.0000	0.0182	0.0010
TR28493-c0_g2_i1	flav	0.0132	0.0723	0.1821
TR46575-c2_g1_i2	flav	0.0002	0.1599	0.0010
TR112-c0_g1_i1	flav	0.0000	0.0131	0.0010
TR2308-c0_g1_i1	flav	0.0404	2.3459	0.0172
TR8183-c0_g1_i2	flav	0.0000	0.0071	0.0010
TR5985-c0_g5_i1	flav	0.0074	0.1028	0.0721
TR44828-c0_g1_i1	flav	0.0000	0.0367	0.0010
TR44828-c0_g9_i1	flav	0.0037	0.0644	0.0571
TR28071-c1_g7_i1	flav	0.0039	0.0178	0.2207
TR21385-c0_g1_i1	flav	0.0000	0.0273	0.0010
TR29206-c0_g1_i1	flav	0.0130	0.0563	0.2302
TR22743-c1_g1_i1	flav	0.0050	0.0113	0.4417
TR3913-c2_g4_i2	flav	0.0001	0.0548	0.0010
TR38318-c0_g2_i2	flav	0.0062	0.0001	99.0000
TR14551-c0_g3_i1	flav	0.0001	0.0700	0.0010
TR16446-c0_g1_i1	flav	0.0059	0.0001	99.0000
TR24309-c0_g1_i1	flav	0.0000	0.0203	0.0010
TR19328-c1_g1_i1	flav	0.0000	0.0358	0.0010
TR32852-c1_g2_i1	flav	0.0000	0.0000	0.0010
TR28208-c0_g2_i1	flav	0.0000	0.0217	0.0010
TR24280-c0_g4_i1	flav	0.0000	0.0197	0.0010
TR17974-c0_g1_i1	flav	0.0024	0.0792	0.0303
TR32908-c0_g1_i1	flav	0.0201	0.0343	0.5856
TR20645-c3_g1_i2	flav	0.0000	0.0189	0.0010
TR5390-c0_g6_i1	flav	0.0000	0.0161	0.0010
TR5390-c0_g8_i1	flav	0.0000	0.0000	0.0010
TR16748-c0_g1_i1	flav	0.0000	0.0148	0.0010
TR13096-c0_g2_i1	flav	0.0034	0.0326	0.1032
TR45170-c0_g2_i1	flav	0.0455	2.1343	0.0213
TR7122-c0_g1_i1	flav	0.0099	0.0001	99.0000
TR1205-c0_g1_i1	flav	0.0086	0.0914	0.0940
TR37340-c0_g1_i1	flav	0.0000	0.0000	0.0338
TR19235-c1_g1_i2	flav	0.0000	0.0000	0.0010
TR40173-c0_g1_i1	flav	0.0000	0.0250	0.0010
TR41658-c0_g2_i1	flav	0.0000	0.0188	0.0010
TR41658-c1_g1_i1	flav	0.0062	0.0859	0.0723
TR44856-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR32485-c0_g1_i1	flav	0.0000	0.0136	0.0010
TR2385-c0_g1_i1	flav	0.0082	0.1407	0.0584
TR511-c0_g1_i1	flav	0.0030	0.0584	0.0522
TR511-c1_g1_i1	flav	0.0108	0.0331	0.3259
TR39118-c1_g1_i1	flav	0.0000	0.0000	0.0010
TR16121-c1_g1_i1	flav	0.0000	0.0000	0.1481
TR4068-c1_g1_i2	flav	0.0000	0.0000	0.0010
TR9097-c0_g1_i1	flav	0.0165	0.0364	0.4534
TR34164-c0_g1_i1	flav	0.0000	0.0287	0.0010
TR30281-c0_g2_i1	flav	0.0042	0.0640	0.0654
TR207-c0_g1_i1	flav	0.0000	0.0316	0.0010
TR10376-c0_g1_i1	flav	0.0046	0.0707	0.0651
TR4906-c0_g1_i1	flav	0.0000	0.0444	0.0010
TR42106-c0_g1_i1	flav	0.0180	0.0392	0.4577
TR42339-c1_g1_i1	flav	0.0001	0.0984	0.0010
TR4082-c1_g2_i1	flav	0.0027	0.0309	0.0862
TR22199-c0_g2_i1	flav	0.0028	0.0127	0.2242
TR25382-c3_g3_i1	flav	0.0000	0.0319	0.0010
TR47666-c0_g1_i1	flav	0.0000	0.0265	0.0010
TR36336-c3_g1_i1	flav	0.0067	0.0001	99.0000
TR10325-c0_g2_i1	flav	0.0000	0.0111	0.0010
TR40658-c1_g1_i1	flav	0.0000	0.0000	0.0010
TR28416-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR18797-c0_g7_i1	flav	0.0000	0.0224	0.0010
TR17300-c0_g1_i1	flav	0.0030	0.0393	0.0763
TR10858-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR3197-c0_g1_i1	flav	0.0965	4.4151	0.0219
TR32135-c0_g10_i1	flav	0.0083	0.0338	0.2464
TR24541-c0_g6_i1	flav	0.0000	0.0216	0.0010
TR24541-c0_g9_i2	flav	0.0153	0.0290	0.5284
TR36005-c0_g2_i1	flav	0.0014	0.0166	0.0859
TR1786-c0_g1_i1	flav	0.0032	0.0133	0.2428
TR37383-c0_g1_i2	flav	0.0041	0.0517	0.0784
TR28330-c0_g1_i1	flav	0.0032	0.0129	0.2486
TR40683-c1_g1_i1	flav	0.0050	0.0044	1.1360
TR14628-c1_g2_i1	flav	0.0000	0.0000	0.0010
TR30299-c0_g1_i1	flav	0.0450	0.0831	0.5419
TR36281-c0_g1_i1	flav	0.0320	0.0692	0.4626
TR8264-c1_g2_i1	flav	0.0073	0.0262	0.2768
TR3229-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR43289-c0_g3_i2	flav	0.0000	0.0304	0.0010
TR47360-c0_g1_i1	flav	0.0343	0.0924	0.3710
TR42846-c0_g1_i1	flav	0.0107	0.0800	0.1344
TR23513-c2_g1_i1	flav	0.0000	0.0060	0.0010
TR5415-c7_g2_i1	flav	0.0011	0.0276	0.0391
TR40611-c1_g1_i2	flav	0.0032	0.0120	0.2676
TR40611-c1_g1_i1	flav	0.0000	0.0436	0.0010
TR18976-c0_g1_i1	flav	0.0000	0.0301	0.0010
TR23133-c0_g3_i1	flav	0.0071	0.0304	0.2323
TR28413-c0_g1_i1	flav	0.0000	0.0361	0.0010
TR32954-c0_g1_i1	flav	0.0000	0.0125	0.0010
TR40969-c1_g2_i1	flav	0.0000	0.0355	0.0010
TR46958-c0_g1_i1	flav	0.0000	0.0054	0.0010
TR26121-c0_g2_i2	flav	0.0149	0.0225	0.6613
TR12888-c0_g2_i1	flav	0.0082	0.0001	99.0000
TR20132-c0_g1_i3	flav	0.0001	0.0662	0.0010
TR26334-c0_g1_i1	flav	0.0063	0.0001	99.0000
TR18700-c0_g2_i1	flav	0.0092	0.0001	99.0000
TR18700-c0_g4_i1	flav	0.0001	0.0565	0.0010
TR10647-c1_g1_i1	flav	0.0001	0.1196	0.0010
TR20334-c0_g4_i1	flav	0.0000	0.0000	0.0010
TR25492-c1_g3_i1	flav	0.0096	0.0135	0.7086
TR38781-c0_g1_i1	flav	0.0000	0.0358	0.0010
TR45002-c0_g5_i2	flav	0.0042	0.0142	0.2954
TR25696-c4_g2_i1	flav	0.0000	0.0459	0.0010
TR40302-c0_g5_i1	flav	0.0001	0.0772	0.0010
TR12148-c0_g2_i1	flav	0.0000	0.0430	0.0010
TR13429-c0_g1_i1	flav	0.0118	0.0192	0.6146
TR29714-c0_g1_i2	flav	0.0000	0.0461	0.0010
TR15580-c0_g1_i1	flav	0.0020	0.0429	0.0474
TR13836-c1_g1_i1	flav	0.0000	0.0000	1.5406
TR7519-c0_g1_i1	flav	0.0000	0.0297	0.0010
TR12334-c0_g1_i1	flav	0.0000	0.0000	22.5299
TR328-c0_g1_i1	flav	0.0025	0.0227	0.1114
TR33518-c0_g2_i1	flav	0.0000	0.0073	0.0010
TR23950-c1_g4_i1	flav	0.0000	0.0304	0.0010
TR30115-c1_g3_i1	flav	0.0155	0.0317	0.4892
TR2331-c0_g1_i1	flav	0.0001	0.1165	0.0010
TR28231-c0_g1_i1	flav	0.0000	0.0352	0.0010
TR16014-c1_g1_i1	flav	0.0000	0.0099	0.0010
TR26117-c5_g1_i1	flav	0.0061	0.0512	0.1185
TR10997-c0_g1_i1	flav	0.0000	0.0112	0.0010
TR15727-c0_g1_i1	flav	0.0000	0.0252	0.0010
TR41108-c1_g1_i1	flav	0.0000	0.0000	0.0010
TR22275-c0_g1_i1	flav	0.0034	0.0543	0.0624
TR45794-c0_g1_i1	flav	0.0000	0.0000	2.0000
TR40977-c1_g1_i1	flav	0.0000	0.0255	0.0010
TR44743-c1_g1_i1	flav	0.0174	0.0164	1.0635
TR37633-c1_g2_i1	flav	0.0383	0.0223	1.7203
TR13124-c0_g1_i1	flav	0.0000	0.0429	0.0010
TR6433-c1_g5_i1	flav	0.0000	0.0000	0.0010
TR26515-c1_g1_i1	flav	0.0001	0.1071	0.0010
TR30373-c0_g1_i1	flav	0.0000	0.0377	0.0010
TR17453-c0_g2_i1	flav	0.0031	0.0160	0.1961
TR17453-c0_g1_i1	flav	0.0029	0.0148	0.1979
TR15984-c0_g1_i1	flav	0.0001	0.0501	0.0010
TR43551-c1_g1_i1	flav	0.0078	0.1249	0.0626
TR37762-c0_g7_i1	flav	0.0000	0.0160	0.0010
TR17995-c0_g1_i2	flav	0.0061	0.0001	99.0000
TR34820-c1_g2_i1	flav	0.0090	0.0631	0.1425
TR44940-c0_g5_i1	flav	0.0051	0.0365	0.1407
TR16300-c1_g1_i1	flav	0.0000	0.0352	0.0010
TR21356-c0_g1_i1	flav	0.0000	0.0457	0.0010
TR41168-c3_g2_i2	flav	0.0035	0.0406	0.0862
TR35673-c0_g1_i1	flav	0.0124	0.0128	0.9650
TR35673-c0_g1_i2	flav	0.0050	0.0281	0.1786
TR34338-c1_g1_i1	flav	0.0000	0.0258	0.0010
TR35404-c1_g1_i2	flav	0.1063	2.4360	0.0436
TR4968-c0_g1_i1	flav	0.0000	0.0327	0.0010
TR5264-c1_g1_i1	flav	0.0011	0.0269	0.0421
TR950-c0_g1_i1	flav	0.0060	0.0534	0.1128
TR4543-c1_g1_i1	flav	0.0000	0.0000	0.0010
TR37461-c0_g1_i1	flav	0.0025	0.0258	0.0981
TR42553-c0_g1_i1	flav	0.0094	0.0563	0.1662
TR14799-c0_g1_i1	flav	0.0000	0.0247	0.0010
TR11439-c0_g1_i1	flav	0.0119	0.0548	0.2170
TR24151-c0_g1_i1	flav	0.0000	0.0268	0.0010
TR6637-c2_g1_i1	flav	0.0074	0.0229	0.3226
TR40239-c0_g1_i1	flav	0.0900	0.2241	0.4017
TR35814-c0_g1_i1	flav	0.0264	0.0927	0.2844
TR10523-c0_g4_i3	flav	0.0047	0.0391	0.1205
TR27724-c5_g7_i3	flav	0.0000	0.0000	0.0010
TR27724-c5_g1_i1	flav	0.0056	0.0203	0.2744
TR34800-c0_g1_i1	flav	0.0121	0.0157	0.7686
TR6816-c0_g2_i1	flav	0.0000	0.0462	0.0010
TR43880-c2_g1_i2	flav	0.0000	0.0413	0.0010
TR34199-c0_g1_i1	flav	0.1008	7.3974	0.0136
TR5714-c0_g1_i1	flav	0.0000	0.0434	0.0010
TR13-c0_g3_i3	flav	0.0076	0.0203	0.3732
TR44095-c0_g2_i1	flav	0.0000	0.0000	99.0000
TR28593-c0_g2_i1	flav	0.0457	0.1620	0.2822
TR33710-c0_g1_i1	flav	0.0000	0.0000	0.0105
TR31216-c1_g1_i1	flav	0.0000	0.0245	0.0010
TR24207-c0_g1_i1	flav	0.0047	0.0677	0.0697
TR34129-c0_g3_i1	flav	0.0224	0.0428	0.5227
TR34129-c0_g2_i1	flav	0.0106	0.0402	0.2627
TR31794-c0_g1_i1	flav	0.0076	0.0338	0.2255
TR9883-c1_g2_i2	flav	0.0000	0.0000	0.3069
TR29556-c0_g5_i1	flav	0.0001	0.0577	0.0010
TR7007-c0_g4_i1	flav	0.0406	0.2332	0.1741
TR36327-c0_g1_i1	flav	0.0000	0.0071	0.0010
TR4010-c0_g1_i1	flav	0.0020	0.0189	0.1053
TR45695-c0_g3_i2	flav	0.0000	0.0398	0.0010
TR4295-c0_g7_i1	flav	0.0000	0.0271	0.0010
TR4295-c0_g4_i1	flav	0.0073	0.0855	0.0854
TR12313-c0_g1_i1	flav	0.0089	0.0317	0.2801
TR19808-c0_g1_i2	flav	0.0000	0.0000	0.0010
TR18450-c0_g2_i1	flav	0.0035	0.0592	0.0587
TR235-c3_g3_i2	flav	0.0000	0.0453	0.0010
TR710-c0_g1_i1	flav	0.0001	0.0545	0.0010
TR15728-c1_g3_i1	flav	0.0188	0.0696	0.2706
TR37856-c1_g1_i1	flav	0.0000	0.0000	0.0010
TR37856-c4_g1_i3	flav	0.0048	0.0165	0.2903
TR44395-c0_g3_i1	flav	0.1050	0.2265	0.4637
TR31166-c0_g1_i1	flav	0.0832	0.0662	1.2570
TR6824-c1_g1_i1	flav	0.0000	0.0289	0.0010
TR37885-c1_g4_i5	flav	0.0000	0.0477	0.0010
TR37885-c1_g4_i2	flav	0.0000	0.0208	0.0010
TR32055-c3_g1_i4	flav	0.0338	0.0892	0.3788
TR32055-c4_g1_i3	flav	0.0142	0.0001	99.0000
TR5446-c0_g2_i1	flav	0.0134	0.0808	0.1663
TR17986-c0_g1_i1	flav	0.0034	0.0325	0.1031
TR45856-c0_g2_i1	flav	0.0000	0.0208	0.0010
TR29980-c0_g1_i1	flav	0.0000	0.0000	2.3886
TR39961-c0_g1_i1	flav	0.0000	0.0126	0.0010
TR9263-c1_g7_i3	flav	0.1475	0.1742	0.8469
TR13934-c4_g5_i1	flav	0.0000	0.0186	0.0010
TR24138-c5_g4_i1	flav	0.0000	0.0000	2.4309
TR44485-c2_g8_i3	flav	0.0000	0.0156	0.0010
TR28367-c0_g1_i1	flav	0.0117	0.1485	0.0789
TR2853-c0_g1_i1	flav	0.0108	0.1289	0.0835
TR5515-c0_g4_i1	flav	0.0000	0.0272	0.0010
TR21018-c0_g4_i3	flav	0.0146	0.0001	99.0000
TR45802-c0_g2_i1	flav	0.0001	0.1167	0.0010
TR22906-c1_g1_i1	flav	0.0086	0.0001	99.0000
TR2510-c0_g1_i1	flav	0.0158	0.0578	0.2732
TR19323-c2_g1_i1	flav	0.0000	0.0000	99.0000
TR23285-c0_g3_i1	flav	0.0001	0.0649	0.0010
TR29108-c0_g1_i1	flav	0.0197	0.0519	0.3791
TR7624-c0_g1_i1	flav	0.0133	0.0368	0.3630
TR960-c0_g4_i1	flav	0.1239	24.4753	0.0051
TR13692-c2_g2_i1	flav	0.0000	0.0222	0.0010
TR46717-c0_g2_i1	flav	0.0002	0.1536	0.0010
TR32941-c0_g2_i1	flav	0.0086	0.0212	0.4041
TR25093-c0_g4_i1	flav	0.0215	0.0949	0.2268
TR25093-c0_g3_i1	flav	0.0432	0.1043	0.4139
TR22799-c0_g3_i1	flav	0.0000	0.0073	0.0010
TR22799-c0_g4_i1	flav	0.0000	0.0000	99.0000
TR31237-c0_g2_i1	flav	0.0000	0.0000	0.0527
TR28463-c1_g1_i1	flav	0.0000	0.0243	0.0010
TR1086-c0_g1_i1	flav	0.0000	0.0119	0.0010
TR8990-c0_g8_i1	flav	0.0000	0.0000	1.5405
TR25940-c0_g1_i1	flav	0.0054	0.0040	1.3576
TR4406-c0_g2_i2	flav	0.0235	0.0393	0.5983
TR46332-c0_g1_i1	flav	0.0107	0.0445	0.2403
TR37897-c2_g3_i1	flav	0.0000	0.0086	0.0010
TR43832-c3_g5_i8	flav	0.0143	0.0256	0.5601
TR23313-c0_g2_i1	flav	0.0069	0.0362	0.1912
TR47612-c0_g1_i1	flav	0.0000	0.0328	0.0010
TR7410-c0_g1_i1	flav	0.0000	0.0141	0.0010
TR9954-c0_g1_i1	flav	0.0000	0.0140	0.0010
TR30535-c0_g2_i1	flav	0.0000	0.0066	0.0010
TR44069-c0_g1_i2	flav	0.0000	0.0286	0.0010
TR46054-c0_g4_i1	flav	0.0000	0.0080	0.0010
TR25206-c1_g2_i1	flav	0.0001	0.0784	0.0010
TR37472-c0_g1_i1	flav	0.0061	0.0281	0.2186
TR16816-c0_g2_i1	flav	0.0079	0.0515	0.1536
TR28691-c0_g1_i1	flav	0.0000	0.0245	0.0010
TR15605-c8_g2_i2	flav	0.0016	0.0173	0.0934
TR24445-c0_g1_i1	flav	0.0057	0.0154	0.3733
TR35733-c2_g2_i1	flav	0.0040	0.0646	0.0623
TR16611-c0_g3_i2	flav	0.0000	0.0000	0.0010
TR16611-c0_g3_i1	flav	0.0062	0.0001	99.0000
TR31701-c0_g1_i2	flav	0.0026	0.0559	0.0464
TR4071-c0_g1_i1	flav	0.0000	0.0359	0.0010
TR41769-c0_g1_i1	flav	0.0000	0.0180	0.0010
TR9045-c0_g1_i2	flav	0.0000	0.0104	0.0010
TR23025-c2_g6_i1	flav	0.0001	0.0540	0.0010
TR23025-c2_g3_i1	flav	0.0044	0.0096	0.4645
TR16767-c0_g1_i1	flav	0.0025	0.0283	0.0898
TR44132-c1_g2_i1	flav	0.0000	0.0317	0.0010
TR21966-c0_g8_i1	flav	0.0000	0.0208	0.0010
TR13602-c0_g1_i1	flav	0.0001	0.0530	0.0010
TR1966-c0_g1_i1	flav	0.0000	0.0000	0.0466
TR36248-c0_g10_i1	flav	0.0000	0.0000	99.0000
TR1157-c1_g1_i2	flav	0.0125	0.0343	0.3645
TR22862-c3_g1_i1	flav	0.0000	0.0157	0.0010
TR42059-c0_g3_i1	flav	0.0047	0.0155	0.3039
TR22252-c0_g2_i1	flav	0.0096	0.0593	0.1615
TR33278-c0_g1_i1	flav	0.0047	0.0000	99.0000
TR41531-c0_g1_i1	flav	0.0001	0.0548	0.0010
TR40747-c1_g5_i4	flav	0.0000	0.0150	0.0010
TR15083-c1_g3_i1	flav	0.0000	0.0251	0.0010
TR15083-c3_g7_i3	flav	0.0064	0.0001	99.0000
TR15083-c3_g5_i1	flav	0.0000	0.0206	0.0010
TR4341-c1_g2_i3	flav	0.0000	0.0000	0.0010
TR13770-c0_g5_i8	flav	0.1370	112.5683	0.0012
TR11480-c0_g2_i2	flav	0.0096	0.0271	0.3560
TR16367-c0_g3_i1	flav	0.0000	0.0062	0.0010
TR3696-c2_g12_i1	flav	0.0000	0.0225	0.0010
TR1950-c0_g4_i1	flav	0.0000	0.0418	0.0010
TR41981-c1_g2_i1	flav	0.0022	0.0084	0.2581
TR28414-c1_g1_i1	flav	0.0000	0.0198	0.0010
TR22403-c0_g2_i1	flav	0.0000	0.0432	0.0010
TR12944-c1_g1_i1	flav	0.0000	0.0000	0.0010
TR25012-c1_g2_i1	flav	0.0000	0.0267	0.0010
TR14042-c0_g1_i1	flav	0.0000	0.0056	0.0010
TR17085-c0_g2_i1	flav	0.0098	0.0003	33.7838
TR47483-c0_g7_i1	flav	0.0000	0.0428	0.0010
TR2724-c0_g1_i2	flav	0.0000	0.0056	0.0010
TR25696-c3_g1_i1	flav	0.0040	0.0181	0.2228
TR42756-c1_g1_i1	flav	0.0000	0.0423	0.0010
TR6724-c0_g5_i1	flav	0.0060	0.0396	0.1521
TR41877-c1_g1_i1	flav	0.0000	0.0317	0.0010
TR30108-c0_g2_i1	flav	0.0290	0.0356	0.8164
TR33210-c1_g1_i1	flav	0.0001	0.0697	0.0010
TR4045-c0_g1_i1	flav	0.0000	0.0265	0.0010
TR28227-c0_g1_i1	flav	0.0025	0.0201	0.1264
TR28906-c0_g1_i1	flav	0.0000	0.0000	99.0000
TR32229-c0_g2_i1	flav	0.0052	0.0001	99.0000
TR6092-c0_g1_i1	flav	0.0086	0.0001	99.0000
TR15976-c0_g2_i1	flav	0.0000	0.0000	0.0010
TR3361-c1_g4_i1	flav	0.0000	0.0175	0.0010
TR28735-c0_g1_i2	flav	0.0001	0.0628	0.0010
TR44973-c0_g1_i1	flav	0.0171	0.0346	0.4954
TR9972-c2_g1_i1	flav	0.0094	0.0068	1.3858
TR747-c0_g2_i1	flav	0.0084	0.0165	0.5100
TR14860-c3_g1_i1	flav	0.0038	0.0603	0.0635
TR34473-c0_g1_i1	flav	0.0001	0.0599	0.0010
TR36238-c1_g1_i1	flav	0.0001	0.0941	0.0010
TR9053-c0_g1_i1	flav	0.0481	0.0425	1.1325
TR11722-c4_g1_i1	flav	0.0000	0.0000	0.0010
TR1718-c0_g1_i3	flav	0.0000	0.0000	0.5162
TR21435-c0_g11_i1	flav	0.0000	0.0208	0.0010
TR15670-c0_g2_i1	flav	0.0000	0.0419	0.0010
TR47313-c0_g1_i1	flav	0.0139	0.0297	0.4664
TR26205-c0_g3_i1	flav	0.0052	0.0306	0.1689
TR19149-c0_g2_i1	flav	0.0030	0.0645	0.0467
TR19149-c0_g3_i2	flav	0.0001	0.1001	0.0010
TR22206-c4_g2_i1	flav	0.0001	0.0773	0.0010
TR16930-c2_g1_i1	flav	0.0000	0.0267	0.0010
TR39666-c0_g1_i1	flav	0.0000	0.0000	0.3093
TR39666-c2_g1_i1	flav	0.0000	0.0399	0.0010
TR358-c0_g1_i1	flav	0.0096	0.0680	0.1415
TR4591-c1_g1_i1	flav	0.0067	0.0097	0.6875
TR26573-c1_g3_i2	flav	0.0000	0.0290	0.0010
TR21022-c0_g1_i1	flav	0.0099	0.0568	0.1736
TR29356-c0_g1_i1	flav	0.0001	0.0725	0.0010
TR37348-c0_g1_i1	flav	0.0059	0.0261	0.2268
