contig	species	dN	dS	dNdS
TR10282-c1_g1_i2	flav	0.0064	0.0001	99.0000
TR1030-c1_g1_i2	flav	0.0000	0.0220	0.0010
TR10314-c1_g2_i1	flav	0.0000	0.0422	0.0010
TR10338-c0_g1_i1	flav	0.0000	0.0247	0.0010
TR10360-c1_g8_i4	flav	0.0093	0.0512	0.1820
TR10363-c0_g8_i1	flav	0.0062	0.0202	0.3063
TR10364-c0_g1_i2	flav	0.0046	0.0290	0.1575
TR10374-c2_g1_i1	flav	0.1022	2.1850	0.0468
TR10374-c3_g3_i3	flav	0.0000	0.0000	0.4019
TR10378-c0_g1_i1	flav	0.0123	0.0001	99.0000
TR10389-c0_g1_i1	flav	0.0029	0.0213	0.1378
TR10396-c1_g8_i1	flav	0.0000	0.0000	0.4018
TR10429-c0_g1_i1	flav	0.0037	0.0501	0.0738
TR10444-c1_g5_i1	flav	0.0001	0.0523	0.0010
TR10446-c0_g1_i1	flav	0.0097	0.0261	0.3703
TR10450-c0_g5_i1	flav	0.0000	0.0372	0.0010
TR10469-c0_g1_i1	flav	0.0066	0.0215	0.3077
TR1049-c0_g1_i1	flav	0.0001	0.0521	0.0010
TR1049-c0_g4_i1	flav	0.0000	0.0000	0.4021
TR10501-c0_g1_i1	flav	0.0116	0.0539	0.2152
TR10506-c2_g8_i1	flav	0.0075	0.0234	0.3211
TR10507-c0_g1_i1	flav	0.0000	0.0000	0.4019
TR10552-c1_g1_i1	flav	0.0000	0.0328	0.0010
TR10567-c0_g8_i1	flav	0.0111	0.0001	99.0000
TR10574-c0_g4_i1	flav	0.0000	0.0000	0.3197
TR10581-c1_g3_i1	flav	0.0000	0.0000	0.0010
TR10584-c2_g5_i1	flav	0.0000	0.0000	0.4026
TR10619-c0_g4_i1	flav	0.0000	0.0319	0.0010
TR10636-c0_g7_i1	flav	0.0000	0.0472	0.0010
TR10638-c0_g1_i1	flav	0.0000	0.0256	0.0010
TR10670-c0_g2_i1	flav	0.0000	0.0190	0.0010
TR10697-c0_g1_i1	flav	0.0056	0.0044	1.2682
TR10706-c0_g1_i1	flav	0.0001	0.1184	0.0010
TR10716-c0_g1_i1	flav	0.0000	0.0351	0.0010
TR10721-c0_g1_i2	flav	0.0054	0.0435	0.1238
TR10735-c4_g6_i1	flav	0.0000	0.0000	0.4021
TR10735-c4_g7_i1	flav	0.0026	0.0728	0.0358
TR10738-c1_g8_i2	flav	0.0386	0.0852	0.4529
TR10753-c1_g1_i1	flav	0.1303	76.9679	0.0017
TR10753-c1_g2_i1	flav	0.0070	0.0001	99.0000
TR10787-c0_g1_i1	flav	0.0122	0.0534	0.2289
TR10827-c2_g2_i1	flav	0.0000	0.0469	0.0010
TR10835-c0_g2_i1	flav	0.0000	0.0189	0.0010
TR10845-c0_g4_i2	flav	0.0000	0.0192	0.0010
TR10852-c1_g1_i1	flav	0.0041	0.0000	99.0000
TR1088-c1_g2_i1	flav	0.0000	0.0319	0.0010
TR10894-c0_g1_i1	flav	0.0074	0.0139	0.5318
TR10907-c1_g3_i1	flav	0.0000	0.0000	0.0010
TR10928-c1_g2_i1	flav	0.0062	0.1001	0.0620
TR10960-c1_g1_i1	flav	0.0001	0.0774	0.0010
TR10980-c0_g2_i1	flav	0.0000	0.0284	0.0010
TR11042-c0_g1_i2	flav	0.0089	0.0191	0.4675
TR11049-c0_g1_i1	flav	0.0000	0.0379	0.0010
TR11059-c3_g4_i2	flav	0.0000	0.0071	0.0010
TR11068-c0_g1_i1	flav	0.0049	0.0000	99.0000
TR11069-c3_g1_i1	flav	0.0000	0.0409	0.0010
TR11071-c0_g1_i1	flav	0.0000	0.0000	99.0000
TR11082-c0_g1_i1	flav	0.0000	0.0051	0.0010
TR11103-c0_g1_i1	flav	0.0052	0.0226	0.2302
TR11123-c0_g5_i1	flav	0.0002	0.1510	0.0010
TR11138-c0_g2_i1	flav	0.0811	73.5641	0.0011
TR11142-c2_g1_i1	flav	0.0084	0.0259	0.3263
TR11186-c0_g2_i1	flav	0.0092	0.0214	0.4281
TR11209-c0_g1_i1	flav	0.0001	0.0693	0.0010
TR11209-c1_g1_i1	flav	0.0000	0.0000	0.4019
TR11212-c0_g7_i1	flav	0.0077	0.0281	0.2728
TR11222-c0_g3_i1	flav	0.0298	0.2092	0.1424
TR11224-c0_g10_i1	flav	0.0000	0.0276	0.0010
TR11245-c0_g1_i1	flav	0.0000	0.0340	0.0010
TR11258-c0_g2_i1	flav	0.0012	0.0293	0.0414
TR11288-c0_g2_i1	flav	0.0000	0.0000	99.0000
TR11310-c0_g1_i1	flav	0.0000	0.0174	0.0010
TR11339-c3_g33_i1	flav	0.0039	0.0207	0.1861
TR11343-c0_g2_i1	flav	0.0000	0.0335	0.0010
TR11367-c1_g2_i1	flav	0.0000	0.0137	0.0010
TR11400-c1_g1_i1	flav	0.0048	0.0188	0.2540
TR11430-c0_g1_i3	flav	0.0001	0.0689	0.0010
TR11445-c0_g2_i1	flav	0.0099	0.0444	0.2233
TR11456-c0_g2_i1	flav	0.0489	0.1983	0.2465
TR11465-c0_g3_i4	flav	0.0048	0.0325	0.1467
TR11474-c1_g1_i1	flav	0.0000	0.0000	0.4012
TR11474-c2_g4_i1	flav	0.0226	0.0306	0.7400
TR11474-c2_g5_i4	flav	0.0000	0.0098	0.0010
TR11481-c1_g3_i2	flav	0.0446	0.0938	0.4758
TR11485-c0_g1_i1	flav	0.0000	0.0000	0.4020
TR11520-c0_g3_i2	flav	0.0000	0.0000	99.0000
TR11521-c1_g2_i1	flav	0.0000	0.0000	99.0000
TR11554-c0_g1_i1	flav	0.0160	0.0697	0.2301
TR11596-c0_g2_i2	flav	0.0165	0.0566	0.2923
TR1164-c0_g3_i2	flav	0.0000	0.0368	0.0010
TR11667-c0_g2_i1	flav	0.0000	0.0313	0.0010
TR11674-c1_g1_i1	flav	0.0000	0.0000	0.8609
TR1167-c1_g11_i1	flav	0.0001	0.1057	0.0010
TR1167-c1_g14_i2	flav	0.0051	0.0200	0.2529
TR11688-c0_g5_i2	flav	0.0000	0.0167	0.0010
TR11714-c1_g8_i1	flav	0.0316	0.0273	1.1571
TR11717-c0_g1_i1	flav	0.0286	0.1921	0.1486
TR11765-c1_g2_i2	flav	0.0000	0.0102	0.0010
TR11765-c1_g2_i3	flav	0.0000	0.0123	0.0010
TR11765-c2_g1_i2	flav	0.0000	0.0496	0.0010
TR11778-c1_g1_i1	flav	0.0000	0.0220	0.0010
TR11794-c9_g15_i1	flav	0.0405	0.0861	0.4706
TR11807-c1_g1_i2	flav	0.0023	0.0201	0.1147
TR11835-c3_g2_i4	flav	0.0000	0.0000	0.0010
TR11837-c1_g1_i1	flav	0.0000	0.0106	0.0010
TR11843-c1_g2_i3	flav	0.0000	0.0200	0.0010
TR11848-c0_g5_i2	flav	0.0831	0.0839	0.9909
TR11857-c0_g1_i1	flav	0.0144	0.0231	0.6247
TR1185-c0_g3_i2	flav	0.0000	0.0183	0.0010
TR11872-c1_g1_i1	flav	0.0048	0.0378	0.1259
TR11882-c1_g5_i2	flav	0.0193	0.0490	0.3938
TR11886-c4_g2_i3	flav	0.0022	0.0323	0.0674
TR11900-c0_g2_i1	flav	0.0705	0.3154	0.2235
TR11901-c0_g2_i1	flav	0.0030	0.0000	99.0000
TR11903-c0_g1_i1	flav	0.0000	0.0000	0.4019
TR11908-c0_g2_i1	flav	0.0000	0.0089	0.0010
TR11910-c1_g2_i2	flav	0.0000	0.0145	0.0010
TR1191-c0_g2_i1	flav	0.0032	0.0096	0.3342
TR11929-c0_g2_i1	flav	0.0108	0.0188	0.5743
TR11964-c0_g5_i3	flav	0.0000	0.0369	0.0010
TR11970-c0_g3_i1	flav	0.0150	0.0906	0.1657
TR11974-c0_g3_i2	flav	0.0000	0.0422	0.0010
TR11981-c0_g1_i1	flav	0.0057	0.0364	0.1566
TR11984-c3_g3_i1	flav	0.1711	0.3546	0.4825
TR11984-c3_g9_i1	flav	0.0121	0.0766	0.1576
TR11986-c0_g1_i1	flav	0.0732	73.1646	0.0010
TR11998-c0_g14_i1	flav	0.0217	0.0763	0.2846
TR12003-c0_g1_i1	flav	0.0000	0.0195	0.0010
TR12007-c0_g1_i1	flav	0.0043	0.0413	0.1033
TR12025-c0_g1_i1	flav	0.0000	0.0368	0.0010
TR12039-c1_g1_i1	flav	0.0000	0.0319	0.0010
TR12039-c1_g4_i1	flav	0.0061	0.0847	0.0722
TR12071-c1_g1_i2	flav	0.0000	0.0000	0.4020
TR12082-c0_g1_i1	flav	0.0000	0.0000	99.0000
TR12083-c0_g2_i3	flav	0.0072	0.0114	0.6264
TR12089-c2_g4_i1	flav	0.0061	0.0217	0.2827
TR12117-c2_g1_i1	flav	0.0000	0.0000	0.0010
TR12175-c0_g2_i2	flav	0.0000	0.0356	0.0010
TR12195-c0_g4_i2	flav	0.0116	0.0001	99.0000
TR1220-c1_g1_i1	flav	0.0000	0.0000	0.0010
TR12235-c0_g1_i2	flav	0.0069	0.0367	0.1887
TR12269-c0_g22_i4	flav	0.0168	0.0422	0.3982
TR12269-c0_g5_i2	flav	0.0106	0.0402	0.2637
TR12269-c0_g9_i1	flav	0.0041	0.0084	0.4930
TR1226-c0_g1_i1	flav	0.0000	0.0377	0.0010
TR12280-c0_g4_i1	flav	0.0000	0.0194	0.0010
TR12281-c0_g2_i1	flav	0.0281	0.0679	0.4148
TR122-c0_g1_i2	flav	0.0000	0.0061	0.0010
TR1230-c0_g4_i1	flav	0.0064	0.0974	0.0654
TR12324-c0_g2_i1	flav	0.0089	0.0705	0.1265
TR12336-c0_g1_i1	flav	0.0000	0.0201	0.0010
TR12338-c0_g4_i2	flav	0.0050	0.0001	99.0000
TR12342-c1_g4_i1	flav	0.0023	0.0188	0.1210
TR12347-c0_g1_i1	flav	0.0024	0.0304	0.0780
TR12366-c0_g1_i2	flav	0.0001	0.0631	0.0010
TR12373-c0_g2_i1	flav	0.0000	0.0000	0.0010
TR12373-c0_g5_i1	flav	0.0000	0.0232	0.0010
TR12380-c0_g3_i1	flav	0.0000	0.0223	0.0010
TR12388-c1_g5_i1	flav	0.0000	0.0000	0.0010
TR12435-c0_g1_i1	flav	0.0000	0.0000	0.4019
TR12435-c1_g1_i1	flav	0.0000	0.0190	0.0010
TR12438-c1_g1_i1	flav	0.0000	0.0105	0.0010
TR12441-c0_g2_i2	flav	0.0188	0.0170	1.1024
TR12445-c0_g2_i1	flav	0.0000	0.0000	0.4022
TR12447-c0_g2_i1	flav	0.0000	0.0210	0.0010
TR12449-c0_g11_i3	flav	0.0839	0.1559	0.5384
TR12452-c0_g1_i1	flav	0.0000	0.0181	0.0010
TR12471-c0_g2_i1	flav	0.0000	0.0000	0.4024
TR12508-c0_g4_i1	flav	0.0000	0.0000	0.3248
TR12521-c2_g1_i1	flav	0.0098	0.0001	99.0000
TR12536-c0_g2_i1	flav	0.0129	0.0095	1.3544
TR12561-c0_g1_i1	flav	0.0000	0.0497	0.0010
TR12565-c0_g2_i1	flav	0.0000	0.0122	0.0010
TR12565-c0_g5_i2	flav	0.0000	0.0000	0.4020
TR1256-c0_g2_i2	flav	0.1336	0.2350	0.5685
TR1256-c0_g5_i1	flav	0.0068	0.0413	0.1646
TR12587-c0_g2_i2	flav	0.0000	0.0214	0.0010
TR12587-c1_g1_i1	flav	0.0000	0.0142	0.0010
TR12587-c1_g4_i1	flav	0.0000	0.0389	0.0010
TR12597-c0_g7_i1	flav	0.0054	0.0083	0.6539
TR12630-c0_g3_i3	flav	0.0044	0.0000	99.0000
TR12667-c0_g1_i1	flav	0.0000	0.0375	0.0010
TR12704-c1_g4_i4	flav	0.0044	0.0146	0.3039
TR12709-c1_g1_i1	flav	0.0000	0.0000	0.3937
TR1272-c0_g1_i1	flav	0.0000	0.0116	0.0010
TR12730-c2_g3_i1	flav	0.0084	0.0126	0.6679
TR12735-c4_g11_i1	flav	0.0001	0.1364	0.0010
TR12738-c0_g1_i2	flav	0.0000	0.0238	0.0010
TR12755-c1_g1_i2	flav	0.0613	0.0218	2.8077
TR12759-c0_g3_i1	flav	0.0409	0.0665	0.6158
TR12766-c0_g2_i1	flav	0.0000	0.0125	0.0010
TR12785-c0_g1_i1	flav	0.0000	0.0000	0.3402
TR12787-c0_g2_i2	flav	0.0000	0.0000	0.3015
TR12849-c0_g2_i1	flav	0.0029	0.0185	0.1578
TR12888-c0_g1_i1	flav	0.0000	0.0000	0.3966
TR12895-c12_g1_i2	flav	0.0000	0.0000	0.0010
TR12895-c13_g1_i3	flav	0.0000	0.0138	0.0010
TR12896-c0_g1_i2	flav	0.0056	0.0194	0.2902
TR1294-c0_g1_i1	flav	0.0023	0.0154	0.1479
TR12960-c1_g4_i1	flav	0.0080	0.0064	1.2586
TR12976-c0_g1_i1	flav	0.0061	0.0876	0.0696
TR12984-c0_g1_i4	flav	0.0000	0.0176	0.0010
TR12984-c0_g3_i1	flav	0.0000	0.0286	0.0010
TR12996-c0_g4_i1	flav	0.0025	0.0271	0.0926
TR12999-c0_g2_i3	flav	0.0000	0.0269	0.0010
TR13008-c0_g2_i1	flav	0.0000	0.0000	0.4317
TR13039-c0_g1_i1	flav	0.0000	0.0115	0.0010
TR13039-c0_g2_i2	flav	0.0001	0.0534	0.0010
TR13039-c1_g3_i1	flav	0.0065	0.0001	99.0000
TR13039-c1_g6_i1	flav	0.0000	0.0000	0.4027
TR13047-c0_g1_i1	flav	0.0001	0.0576	0.0010
TR13053-c1_g4_i1	flav	0.0038	0.0306	0.1252
TR13053-c1_g6_i2	flav	0.0001	0.0855	0.0010
TR13103-c0_g7_i2	flav	0.0058	0.0345	0.1670
TR13108-c1_g2_i1	flav	0.0000	0.0000	0.4018
TR13112-c0_g2_i1	flav	0.0000	0.0267	0.0010
TR13129-c5_g9_i4	flav	0.0019	0.0432	0.0444
TR1312-c0_g1_i1	flav	0.0101	0.0408	0.2463
TR13144-c1_g4_i1	flav	0.0000	0.0164	0.0010
TR13144-c1_g6_i2	flav	0.0000	0.0000	0.0010
TR13171-c1_g2_i1	flav	0.0052	0.0750	0.0688
TR13192-c0_g3_i2	flav	0.0115	0.0121	0.9534
TR1319-c0_g1_i3	flav	0.0000	0.0204	0.0010
TR131-c0_g1_i1	flav	0.0000	0.0000	99.0000
TR13222-c0_g1_i1	flav	0.0054	0.0638	0.0852
TR13222-c0_g3_i1	flav	0.0074	0.0001	99.0000
TR13222-c1_g1_i1	flav	0.0058	0.0104	0.5584
TR1322-c0_g2_i1	flav	0.0029	0.0268	0.1090
TR13231-c1_g1_i1	flav	0.0000	0.0000	0.4019
TR13241-c1_g12_i1	flav	0.0080	0.0001	99.0000
TR13241-c1_g6_i1	flav	0.0237	0.1277	0.1851
TR13250-c2_g1_i1	flav	0.0000	0.0083	0.0010
TR13253-c0_g3_i1	flav	0.0001	0.0648	0.0010
TR13255-c0_g2_i1	flav	0.0080	0.0097	0.8184
TR13267-c1_g4_i1	flav	0.0000	0.0394	0.0010
TR13268-c1_g1_i1	flav	0.0193	0.0875	0.2203
TR13285-c1_g1_i1	flav	0.0162	0.0891	0.1823
TR13298-c0_g1_i1	flav	0.0081	0.0001	99.0000
TR13299-c0_g2_i1	flav	0.0000	0.0043	0.0010
TR132-c0_g1_i1	flav	0.0000	0.0184	0.0010
TR13319-c14_g3_i1	flav	0.0000	0.0062	0.0010
TR13319-c9_g1_i1	flav	0.0000	0.0226	0.0010
TR13380-c0_g3_i1	flav	0.0024	0.0505	0.0479
TR1338-c1_g11_i1	flav	0.0001	0.0987	0.0010
TR1338-c1_g4_i1	flav	0.0000	0.0000	0.4016
TR1338-c1_g6_i2	flav	0.0000	0.0327	0.0010
TR13390-c2_g2_i1	flav	0.0000	0.0246	0.0010
TR13396-c0_g1_i1	flav	0.0000	0.0167	0.0010
TR13398-c1_g1_i1	flav	0.0043	0.0250	0.1730
TR13399-c0_g1_i1	flav	0.0024	0.0124	0.1964
TR13409-c0_g6_i1	flav	0.0001	0.0531	0.0010
TR13410-c1_g1_i1	flav	0.0000	0.0211	0.0010
TR13432-c0_g2_i1	flav	0.0086	0.0220	0.3922
TR13436-c1_g2_i1	flav	0.0000	0.0134	0.0010
TR13440-c0_g2_i2	flav	0.0133	0.0457	0.2907
TR13451-c0_g3_i1	flav	0.0000	0.0000	0.0010
TR13453-c3_g3_i1	flav	0.0000	0.0145	0.0010
TR13460-c0_g1_i1	flav	0.0016	0.0269	0.0578
TR1346-c3_g6_i1	flav	0.0042	0.0308	0.1367
TR1346-c3_g7_i1	flav	0.0059	0.0156	0.3755
TR13472-c1_g1_i1	flav	0.0000	0.0463	0.0010
TR13474-c0_g6_i2	flav	0.0189	0.0349	0.5403
TR13499-c0_g2_i2	flav	0.0033	0.0120	0.2770
TR13546-c0_g2_i1	flav	0.0081	0.0454	0.1773
TR13549-c0_g3_i2	flav	0.0022	0.0048	0.4465
TR13549-c1_g7_i1	flav	0.0025	0.0204	0.1223
TR13550-c0_g1_i1	flav	0.0001	0.0958	0.0010
TR13562-c0_g13_i1	flav	0.0112	0.1056	0.1063
TR13577-c0_g1_i1	flav	0.0000	0.0245	0.0010
TR13584-c1_g3_i1	flav	0.0001	0.0580	0.0010
TR13611-c0_g2_i1	flav	0.0000	0.0000	0.4011
TR13676-c0_g1_i1	flav	0.0000	0.0163	0.0010
TR13729-c0_g1_i2	flav	0.0000	0.0385	0.0010
TR1373-c0_g1_i1	flav	0.0000	0.0256	0.0010
TR13745-c0_g4_i1	flav	0.0000	0.0000	0.4019
TR1374-c0_g1_i1	flav	0.0000	0.0143	0.0010
TR13760-c3_g2_i1	flav	0.0000	0.0069	0.0010
TR13760-c9_g1_i1	flav	0.0069	0.0237	0.2916
TR13763-c1_g1_i9	flav	0.0127	0.0784	0.1622
TR13795-c0_g2_i1	flav	0.0048	0.0000	99.0000
TR1379-c0_g1_i7	flav	0.0000	0.0496	0.0010
TR13812-c0_g1_i1	flav	0.0000	0.0190	0.0010
TR13816-c1_g2_i1	flav	0.0000	0.0360	0.0010
TR13818-c0_g3_i3	flav	0.0042	0.0381	0.1107
TR13818-c0_g6_i1	flav	0.0000	0.0000	1.6306
TR13849-c0_g2_i1	flav	0.0037	0.0153	0.2456
TR13872-c1_g2_i2	flav	0.0087	0.0289	0.3022
TR13886-c1_g4_i1	flav	0.0071	0.0001	99.0000
TR13886-c2_g15_i3	flav	0.0212	0.0148	1.4350
TR13898-c0_g2_i1	flav	0.0000	0.0000	99.0000
TR13903-c1_g3_i1	flav	0.0000	0.0060	0.0010
TR13934-c0_g1_i1	flav	0.0000	0.0303	0.0010
TR1397-c0_g1_i1	flav	0.0000	0.0257	0.0010
TR13992-c1_g1_i1	flav	0.0049	0.0654	0.0744
TR13997-c1_g2_i1	flav	0.0019	0.0314	0.0611
TR13999-c5_g1_i2	flav	0.0000	0.0000	0.4019
TR14044-c0_g1_i1	flav	0.0422	0.0837	0.5036
TR14053-c0_g2_i1	flav	0.0000	0.0109	0.0010
TR14061-c0_g1_i1	flav	0.0040	0.0225	0.1764
TR14069-c0_g1_i1	flav	0.0000	0.0000	0.4019
TR1406-c0_g4_i1	flav	0.0145	0.0001	99.0000
TR14086-c1_g2_i1	flav	0.0000	0.0102	0.0010
TR14089-c0_g1_i1	flav	0.0001	0.0714	0.0010
TR14127-c1_g1_i1	flav	0.0000	0.0000	0.4020
TR14131-c0_g1_i1	flav	0.0000	0.0204	0.0010
TR14144-c0_g4_i1	flav	0.0000	0.0130	0.0010
TR14171-c0_g3_i2	flav	0.0028	0.0144	0.1966
TR14194-c2_g3_i2	flav	0.0000	0.0225	0.0010
TR14204-c0_g2_i1	flav	0.1250	54.1615	0.0023
TR14216-c0_g1_i2	flav	0.0001	0.0733	0.0010
TR14216-c0_g2_i1	flav	0.0000	0.0244	0.0010
TR14216-c0_g7_i1	flav	0.0000	0.0288	0.0010
TR14221-c0_g2_i1	flav	0.0001	0.0840	0.0010
TR14231-c0_g1_i1	flav	0.0065	0.0277	0.2354
TR14234-c0_g2_i1	flav	0.0000	0.0000	0.0010
TR14235-c4_g7_i1	flav	0.0000	0.0000	0.0010
TR14237-c0_g1_i1	flav	0.0000	0.0121	0.0010
TR14247-c0_g1_i1	flav	0.0252	0.1199	0.2101
TR14263-c7_g2_i1	flav	0.0503	0.0921	0.5462
TR14263-c7_g3_i1	flav	0.0257	0.0335	0.7664
TR14264-c0_g1_i1	flav	0.0568	5.2800	0.0108
TR14290-c0_g1_i1	flav	0.0001	0.0839	0.0010
TR14293-c0_g2_i1	flav	0.0000	0.0000	0.0010
TR14293-c1_g1_i2	flav	0.0280	0.0494	0.5673
TR14293-c2_g2_i1	flav	0.0000	0.0221	0.0010
TR14300-c0_g4_i2	flav	0.0000	0.0303	0.0010
TR14316-c0_g2_i1	flav	0.0000	0.0000	0.3900
TR14336-c0_g4_i1	flav	0.0067	0.0001	99.0000
TR14389-c0_g2_i1	flav	0.0000	0.0000	13.4129
TR14391-c1_g1_i2	flav	0.0016	0.0197	0.0792
TR1445-c0_g1_i1	flav	0.0000	0.0000	0.4019
TR14462-c0_g1_i2	flav	0.0075	0.0430	0.1753
TR14468-c1_g16_i1	flav	0.0075	0.0001	99.0000
TR14495-c0_g3_i1	flav	0.0281	0.0003	99.0000
TR14501-c0_g1_i1	flav	0.0000	0.0229	0.0010
TR14503-c1_g2_i3	flav	0.0020	0.0241	0.0829
TR14529-c0_g2_i1	flav	0.0000	0.0184	0.0010
TR14533-c0_g1_i1	flav	0.0284	0.0321	0.8853
TR14535-c0_g1_i1	flav	0.0000	0.0085	0.0010
TR14537-c0_g1_i1	flav	0.0000	0.0139	0.0010
TR14541-c10_g5_i2	flav	0.0451	0.1169	0.3855
TR14550-c0_g1_i1	flav	0.0001	0.0658	0.0010
TR14570-c1_g1_i1	flav	0.0000	0.0139	0.0010
TR14588-c0_g2_i1	flav	0.0000	0.0086	0.0010
TR14594-c0_g2_i1	flav	0.0015	0.0195	0.0789
TR14596-c1_g1_i2	flav	0.0000	0.0000	1.0507
TR1459-c0_g1_i1	flav	0.0526	1.3651	0.0386
TR14604-c7_g5_i13	flav	0.1273	0.1498	0.8504
TR14612-c1_g2_i1	flav	0.0050	0.0374	0.1340
TR14641-c0_g1_i1	flav	0.0069	0.0207	0.3336
TR14696-c0_g1_i1	flav	0.0000	0.0249	0.0010
TR14721-c0_g1_i1	flav	0.0000	0.0099	0.0010
TR14740-c1_g4_i2	flav	0.0000	0.0000	0.0010
TR14748-c1_g7_i1	flav	0.0076	0.0214	0.3535
TR14749-c2_g2_i1	flav	0.0062	0.0163	0.3789
TR14755-c0_g3_i3	flav	0.0020	0.0687	0.0291
TR14787-c1_g1_i1	flav	0.0000	0.0221	0.0010
TR14829-c0_g1_i1	flav	0.0727	0.0869	0.8368
TR14836-c0_g1_i1	flav	0.0000	0.0000	99.0000
TR14863-c0_g2_i3	flav	0.0075	0.0377	0.2003
TR14871-c0_g1_i1	flav	0.0202	0.0140	1.4471
TR14881-c0_g7_i1	flav	0.0000	0.0223	0.0010
TR14920-c3_g2_i1	flav	0.0386	0.0636	0.6070
TR14958-c1_g1_i1	flav	0.0086	0.0172	0.4988
TR14991-c0_g1_i1	flav	0.0001	0.0592	0.0010
TR14997-c0_g2_i1	flav	0.0000	0.0000	0.4019
TR14997-c0_g2_i2	flav	0.0000	0.0208	0.0010
TR15004-c0_g1_i1	flav	0.0000	0.0000	99.0000
TR15043-c0_g1_i1	flav	0.0000	0.0281	0.0010
TR15053-c1_g1_i2	flav	0.0224	0.0515	0.4352
TR15053-c4_g2_i2	flav	0.0031	0.0379	0.0810
TR15062-c2_g1_i4	flav	0.0000	0.0289	0.0010
TR15102-c1_g4_i3	flav	0.0154	0.0313	0.4919
TR15104-c0_g1_i3	flav	0.0000	0.0000	0.4022
TR15105-c1_g1_i1	flav	0.0086	0.0172	0.5008
TR15114-c0_g1_i1	flav	0.0000	0.0345	0.0010
TR1511-c0_g3_i3	flav	0.0052	0.0242	0.2148
TR15127-c2_g1_i1	flav	0.0038	0.0051	0.7409
TR15127-c3_g9_i1	flav	0.0027	0.0178	0.1520
TR15141-c0_g1_i1	flav	0.0000	0.0162	0.0010
TR15150-c0_g2_i1	flav	0.0000	0.0443	0.0010
TR15175-c0_g1_i1	flav	0.0000	0.0000	0.1532
TR15200-c0_g2_i1	flav	0.0000	0.0095	0.0010
TR15216-c4_g4_i1	flav	0.0189	0.0002	99.0000
TR15216-c4_g5_i2	flav	0.0284	0.1815	0.1563
TR15238-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR15238-c0_g3_i1	flav	0.0000	0.0000	0.0010
TR15239-c0_g2_i1	flav	0.0093	0.0139	0.6729
TR15267-c0_g1_i1	flav	0.0000	0.0000	0.4020
TR15289-c0_g1_i2	flav	0.0000	0.0000	0.0010
TR15306-c1_g1_i1	flav	0.0936	0.4909	0.1907
TR15306-c2_g1_i1	flav	0.0000	0.0000	0.4020
TR15313-c1_g1_i1	flav	0.0000	0.0183	0.0010
TR15330-c0_g3_i2	flav	0.0076	0.0174	0.4394
TR1537-c3_g3_i1	flav	0.0001	0.0547	0.0010
TR1537-c4_g1_i1	flav	0.0000	0.0229	0.0010
TR1537-c5_g2_i1	flav	0.0000	0.0000	99.0000
TR15404-c1_g6_i1	flav	0.0133	0.0413	0.3220
TR15438-c0_g3_i1	flav	0.0034	0.0178	0.1917
TR15465-c0_g1_i1	flav	0.0000	0.0213	0.0010
TR15474-c3_g3_i1	flav	0.0070	0.1793	0.0388
TR15481-c0_g1_i2	flav	0.0001	0.0663	0.0010
TR15488-c0_g1_i1	flav	0.0029	0.0451	0.0638
TR1548-c0_g1_i1	flav	0.0051	0.0464	0.1110
TR15515-c0_g1_i2	flav	0.0103	0.0001	99.0000
TR15517-c3_g10_i2	flav	0.0326	0.0402	0.8097
TR15537-c0_g1_i1	flav	0.0000	0.0443	0.0010
TR15541-c0_g2_i1	flav	0.0001	0.0725	0.0010
TR15558-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR15561-c0_g2_i2	flav	0.0000	0.0230	0.0010
TR15564-c0_g4_i1	flav	0.0027	0.0166	0.1600
TR15568-c0_g3_i2	flav	0.0000	0.0423	0.0010
TR15658-c0_g1_i1	flav	0.0190	0.0002	99.0000
TR15674-c1_g1_i1	flav	0.0113	0.0191	0.5937
TR15684-c1_g1_i1	flav	0.0000	0.0238	0.0010
TR15724-c0_g1_i1	flav	0.0000	0.0119	0.0010
TR15743-c0_g2_i1	flav	0.0001	0.1020	0.0010
TR15754-c1_g3_i2	flav	0.0000	0.0157	0.0010
TR15777-c0_g3_i1	flav	0.0000	0.0128	0.0010
TR15791-c0_g1_i1	flav	0.0204	0.0224	0.9107
TR15792-c0_g2_i1	flav	0.0000	0.0173	0.0010
TR15808-c0_g1_i1	flav	0.0000	0.0000	0.3066
TR15837-c0_g1_i1	flav	0.0001	0.0536	0.0010
TR15868-c0_g1_i1	flav	0.0000	0.0000	53.2254
TR15909-c1_g1_i1	flav	0.0000	0.0203	0.0010
TR15912-c0_g4_i1	flav	0.0000	0.0000	99.0000
TR15917-c1_g1_i1	flav	0.0000	0.0129	0.0010
TR15918-c0_g1_i1	flav	0.1861	3.6048	0.0516
TR15928-c3_g1_i2	flav	0.0000	0.0088	0.0010
TR15931-c0_g2_i1	flav	0.0000	0.0241	0.0010
TR15931-c2_g1_i1	flav	0.1048	0.1649	0.6355
TR15931-c2_g2_i1	flav	0.0274	0.0731	0.3745
TR15976-c0_g2_i1	flav	0.0256	0.0003	99.0000
TR15977-c0_g5_i2	flav	0.0025	0.0441	0.0563
TR16003-c1_g4_i1	flav	0.0001	0.0817	0.0010
TR16025-c0_g1_i2	flav	0.0080	0.0001	99.0000
TR16025-c2_g14_i1	flav	0.0576	0.0252	2.2849
