contig	species	dN	dS	dNdS
TR12074-c0_g1_i1	carb	0.0000	0.0000	5.4347
TR9836-c0_g1_i1	carb	0.0069	0.0001	99.0000
TR6306-c0_g3_i1	carb	0.0000	0.0155	0.0010
TR10668-c1_g2_i1	carb	0.0652	1.9734	0.0330
TR19008-c0_g2_i1	carb	0.0348	0.1069	0.3253
TR44038-c0_g1_i1	carb	0.0254	0.0379	0.6687
TR49094-c1_g3_i1	carb	0.0063	0.0290	0.2184
TR38123-c0_g1_i1	carb	0.0000	0.0000	0.4017
TR48605-c0_g3_i1	carb	0.0053	0.0107	0.4937
TR47719-c0_g1_i1	carb	0.0000	0.0359	0.0010
TR11087-c3_g1_i1	carb	0.0000	0.0000	0.4020
TR39390-c0_g2_i1	carb	0.0180	0.0279	0.6450
TR30198-c0_g1_i1	carb	0.0000	0.0126	0.0010
TR31405-c1_g1_i1	carb	0.0000	0.0000	0.4019
TR41331-c0_g1_i1	carb	0.0000	0.0000	0.4018
TR17017-c1_g1_i1	carb	0.0079	0.0511	0.1546
TR17017-c0_g1_i1	carb	0.0023	0.0118	0.1915
TR26614-c0_g2_i1	carb	0.0947	6.1221	0.0155
TR20120-c1_g1_i2	carb	0.0000	0.0000	0.5883
TR8441-c0_g1_i1	carb	0.0000	0.0321	0.0010
TR1878-c0_g9_i1	carb	0.0066	0.0093	0.7123
TR45244-c1_g2_i1	carb	0.0000	0.0117	0.0010
TR3093-c0_g1_i1	carb	0.0058	0.0001	99.0000
TR46592-c0_g2_i1	carb	0.0000	0.0000	0.0010
TR28329-c1_g1_i1	carb	0.0101	0.0288	0.3513
TR30896-c0_g4_i1	carb	0.0000	0.0258	0.0010
TR36708-c0_g1_i1	carb	0.0000	0.0071	0.0010
TR47944-c0_g2_i1	carb	0.0000	0.0466	0.0010
TR47944-c1_g1_i1	carb	0.0000	0.0192	0.0010
TR30426-c0_g1_i1	carb	0.0000	0.0223	0.0010
TR19054-c2_g2_i1	carb	0.0000	0.0000	0.4021
TR21613-c0_g1_i1	carb	0.0000	0.0299	0.0010
TR44850-c0_g1_i1	carb	0.0000	0.0397	0.0010
TR19423-c0_g2_i1	carb	0.0000	0.0000	0.0010
TR567-c7_g10_i3	carb	0.0250	0.0083	3.0238
TR42082-c0_g5_i1	carb	0.0001	0.0502	0.0010
TR40270-c1_g3_i3	carb	0.0000	0.0000	0.0010
TR37004-c0_g1_i1	carb	0.0063	0.0661	0.0960
TR15543-c0_g2_i1	carb	0.0162	0.0002	99.0000
TR27880-c0_g1_i1	carb	0.0036	0.0081	0.4487
TR36149-c2_g4_i2	carb	0.0000	0.0177	0.0010
TR18434-c0_g1_i1	carb	0.0062	0.0126	0.4921
TR19967-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR45688-c0_g1_i1	carb	0.1040	14.0273	0.0074
TR43202-c0_g2_i2	carb	0.0000	0.0083	0.0010
TR49195-c0_g2_i1	carb	0.0000	0.0339	0.0010
TR22744-c0_g1_i1	carb	0.0069	0.0203	0.3409
TR29804-c0_g1_i1	carb	0.0000	0.0000	0.4021
TR30597-c0_g1_i2	carb	0.0107	0.0056	1.9044
TR18021-c0_g1_i1	carb	0.0039	0.0000	99.0000
TR43750-c0_g1_i1	carb	0.0085	0.0139	0.6151
TR48852-c0_g3_i1	carb	0.0365	0.0485	0.7508
TR22468-c0_g5_i1	carb	0.0000	0.0429	0.0010
TR43573-c0_g1_i2	carb	0.0000	0.0063	0.0010
TR8612-c1_g2_i1	carb	0.0000	0.0000	0.4020
TR9128-c0_g1_i1	carb	0.0000	0.0270	0.0010
TR7067-c0_g3_i1	carb	0.0000	0.0000	0.8471
TR23669-c0_g2_i2	carb	0.0000	0.0321	0.0010
TR30852-c0_g1_i1	carb	0.0017	0.0145	0.1206
TR1494-c1_g2_i1	carb	0.0000	0.0174	0.0010
TR48443-c0_g1_i1	carb	0.0000	0.0000	80.5961
TR5377-c0_g1_i1	carb	0.0329	0.0658	0.5001
TR16515-c1_g6_i1	carb	0.0000	0.0178	0.0010
TR15747-c0_g10_i1	carb	0.0001	0.0967	0.0010
TR15747-c0_g3_i1	carb	0.0000	0.0000	0.4020
TR15747-c0_g4_i1	carb	0.0000	0.0186	0.0010
TR6598-c0_g6_i3	carb	0.0000	0.0125	0.0010
TR6598-c0_g9_i1	carb	0.0000	0.0000	0.4019
TR49071-c0_g2_i1	carb	0.0037	0.0101	0.3683
TR2708-c0_g1_i1	carb	0.0029	0.0000	99.0000
TR23-c1_g1_i1	carb	0.0199	0.0410	0.4840
TR5923-c0_g4_i2	carb	0.0268	0.0411	0.6529
TR1635-c1_g1_i2	carb	0.0013	0.0205	0.0649
TR20364-c0_g1_i1	carb	0.0139	0.0501	0.2776
TR4513-c2_g3_i1	carb	0.0001	0.0538	0.0010
TR4513-c1_g4_i1	carb	0.0051	0.0177	0.2895
TR3034-c1_g1_i1	carb	0.0064	0.0066	0.9760
TR13161-c0_g1_i1	carb	0.0001	0.0738	0.0010
TR19475-c1_g1_i1	carb	0.0079	0.0540	0.1464
TR20373-c1_g1_i1	carb	0.0026	0.0132	0.1942
TR31381-c0_g1_i1	carb	0.1176	26.9523	0.0044
TR36484-c1_g2_i1	carb	0.0124	0.0410	0.3023
TR32190-c0_g4_i2	carb	0.0000	0.0490	0.0010
TR9311-c0_g1_i1	carb	0.0113	0.0065	1.7358
TR40347-c0_g1_i1	carb	0.0000	0.0237	0.0010
TR4920-c2_g1_i2	carb	0.0018	0.0105	0.1740
TR26695-c0_g1_i1	carb	0.0000	0.0161	0.0010
TR42220-c0_g1_i1	carb	0.0025	0.0113	0.2234
TR47076-c0_g1_i3	carb	0.0000	0.0252	0.0010
TR28341-c0_g1_i1	carb	0.0058	0.1286	0.0454
TR34439-c0_g1_i1	carb	0.0415	41.4725	0.0010
TR34994-c0_g3_i1	carb	0.0516	0.1331	0.3872
TR22650-c0_g5_i1	carb	0.0085	0.0001	99.0000
TR27987-c0_g2_i1	carb	0.0211	0.0869	0.2431
TR38632-c0_g6_i1	carb	0.0000	0.0294	0.0010
TR22301-c2_g1_i1	carb	0.0000	0.0324	0.0010
TR2830-c0_g1_i1	carb	0.0036	0.0179	0.1997
TR4365-c0_g1_i2	carb	0.0000	0.0000	0.3581
TR36628-c0_g2_i1	carb	0.0928	0.0478	1.9429
TR36628-c0_g3_i1	carb	0.0061	0.0468	0.1314
TR8362-c0_g1_i1	carb	0.0000	0.0000	0.4019
TR23987-c2_g2_i1	carb	0.0000	0.0129	0.0010
TR27977-c0_g1_i1	carb	0.0000	0.0279	0.0010
TR19054-c0_g2_i1	carb	0.0000	0.0110	0.0010
TR50276-c0_g1_i1	carb	0.0042	0.0505	0.0827
TR22415-c0_g2_i1	carb	0.0000	0.0329	0.0010
TR26527-c0_g5_i1	carb	0.0000	0.0094	0.0010
TR26770-c0_g1_i1	carb	0.0112	0.0342	0.3282
TR14758-c0_g1_i2	carb	0.0000	0.0101	0.0010
TR8904-c0_g3_i1	carb	0.0000	0.0293	0.0010
TR8904-c0_g6_i1	carb	0.0000	0.0048	0.0010
TR28358-c1_g4_i3	carb	0.0031	0.0320	0.0971
TR34156-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR11203-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR41058-c0_g1_i1	carb	0.0000	0.0000	0.4020
TR9787-c1_g2_i1	carb	0.0044	0.0157	0.2802
TR9787-c2_g2_i1	carb	0.0000	0.0103	0.0010
TR9787-c3_g1_i1	carb	0.0269	0.0288	0.9333
TR23868-c0_g4_i1	carb	0.0000	0.0146	0.0010
TR4999-c0_g1_i1	carb	0.0113	0.0388	0.2915
TR3155-c0_g1_i1	carb	0.0025	0.0135	0.1823
TR50417-c1_g2_i1	carb	0.0000	0.0000	0.9472
TR48872-c1_g1_i1	carb	0.0000	0.0174	0.0010
TR43303-c0_g2_i1	carb	0.0000	0.0000	0.2829
TR33838-c0_g2_i1	carb	0.0000	0.0000	0.0010
TR15467-c0_g1_i1	carb	0.0285	0.1451	0.1962
TR44846-c0_g1_i1	carb	0.0000	0.0000	0.4019
TR6966-c0_g1_i1	carb	0.0000	0.0078	0.0010
TR22201-c0_g1_i1	carb	0.0057	0.0222	0.2562
TR12456-c0_g2_i1	carb	0.0000	0.0197	0.0010
TR24256-c0_g1_i1	carb	0.0507	2.1047	0.0241
TR41090-c0_g2_i1	carb	0.0000	0.0127	0.0010
TR3564-c0_g1_i1	carb	0.0302	2.4405	0.0124
TR31715-c1_g3_i3	carb	0.0000	0.0406	0.0010
TR16185-c0_g5_i2	carb	0.0000	0.0000	0.3955
TR43195-c0_g2_i1	carb	0.0000	0.0172	0.0010
TR43195-c0_g3_i1	carb	0.0039	0.0135	0.2881
TR1654-c2_g2_i1	carb	0.0039	0.0942	0.0412
TR42828-c1_g4_i1	carb	0.0043	0.0311	0.1386
TR31673-c0_g9_i1	carb	0.0000	0.0236	0.0010
TR28598-c0_g2_i1	carb	0.0000	0.0114	0.0010
TR20280-c1_g11_i1	carb	0.0000	0.0408	0.0010
TR21388-c0_g1_i1	carb	0.0110	0.0706	0.1557
TR33140-c0_g3_i1	carb	0.0000	0.0365	0.0010
TR43820-c0_g1_i1	carb	0.0000	0.0000	0.2996
TR16119-c0_g2_i1	carb	0.0142	0.0454	0.3135
TR51247-c0_g3_i1	carb	0.0397	0.0443	0.8963
TR17566-c0_g1_i2	carb	0.0001	0.0583	0.0010
TR3483-c0_g1_i1	carb	0.0001	0.0566	0.0010
TR9691-c0_g2_i2	carb	0.0169	0.0407	0.4162
TR51211-c0_g3_i1	macro	0.0059	0.0270	0.2195
TR28392-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR3582-c0_g2_i1	macro	0.0062	0.0618	0.1004
TR25225-c1_g1_i1	macro	0.0000	0.0072	0.0010
TR40148-c0_g1_i1	macro	0.0064	0.0244	0.2607
TR3067-c0_g4_i1	macro	0.0000	0.0112	0.0010
TR42669-c0_g1_i1	macro	0.0001	0.0708	0.0010
TR48807-c0_g4_i1	macro	0.0296	0.0763	0.3872
TR48807-c0_g6_i5	macro	0.0573	0.1734	0.3304
TR48807-c0_g6_i4	macro	0.0305	0.0921	0.3315
TR42592-c1_g4_i1	macro	0.0171	0.0406	0.4209
TR37811-c0_g5_i2	macro	0.0000	0.0137	0.0010
TR22231-c0_g1_i1	macro	0.0040	0.0000	99.0000
TR34667-c0_g3_i1	macro	0.0054	0.0756	0.0720
TR34667-c0_g2_i2	macro	0.0000	0.0164	0.0010
TR3539-c0_g1_i1	macro	0.0000	0.0240	0.0010
TR419-c0_g5_i1	macro	0.0110	0.0191	0.5770
TR29823-c0_g1_i1	macro	0.0107	0.0281	0.3822
TR2681-c0_g1_i1	macro	0.0202	0.0813	0.2483
TR26243-c0_g2_i2	macro	0.0065	0.0178	0.3634
TR5881-c0_g5_i1	macro	0.0000	0.0220	0.0010
TR50705-c0_g1_i1	macro	0.0012	0.0386	0.0303
TR9567-c0_g1_i2	macro	0.0000	0.0122	0.0010
TR34247-c0_g2_i1	macro	0.0092	0.0393	0.2352
TR29652-c0_g2_i2	macro	0.0062	0.0202	0.3063
TR11922-c0_g1_i1	macro	0.0001	0.0527	0.0010
TR7181-c0_g1_i1	macro	0.0000	0.0172	0.0010
TR14641-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR31445-c0_g1_i1	macro	0.0105	0.0194	0.5435
TR19898-c0_g3_i1	macro	0.0028	0.0120	0.2377
TR39875-c0_g2_i1	macro	0.0000	0.0316	0.0010
TR46998-c0_g1_i1	macro	0.0116	0.0333	0.3488
TR9476-c1_g1_i1	macro	0.0000	0.0419	0.0010
TR15456-c0_g4_i1	macro	0.0027	0.0283	0.0960
TR22100-c0_g1_i1	macro	0.0000	0.0372	0.0010
TR23739-c0_g1_i1	macro	0.0066	0.0215	0.3077
TR32387-c0_g4_i4	macro	0.0000	0.0186	0.0010
TR32387-c0_g3_i1	macro	0.0000	0.0000	2.0000
TR49125-c0_g1_i1	macro	0.1059	0.1376	0.7699
TR12228-c0_g3_i1	macro	0.0000	0.0000	0.0010
TR23037-c0_g5_i1	macro	0.0000	0.0000	0.0010
TR17258-c0_g2_i1	macro	0.0000	0.0193	0.0010
TR2063-c0_g3_i1	macro	0.0000	0.0000	99.0000
TR35527-c0_g3_i2	macro	0.0000	0.0217	0.0010
TR25705-c0_g10_i1	macro	0.0000	0.0000	0.0345
TR40967-c0_g1_i1	macro	0.0039	0.0183	0.2131
TR36820-c0_g4_i1	macro	0.0051	0.0159	0.3212
TR35785-c0_g4_i1	macro	0.0308	0.1192	0.2587
TR3338-c0_g1_i1	macro	0.0001	0.0818	0.0010
TR26783-c0_g1_i1	macro	0.0001	0.0522	0.0010
TR16223-c0_g1_i1	macro	0.0072	0.0047	1.5204
TR47072-c0_g1_i1	macro	0.0723	0.9096	0.0794
TR12024-c5_g3_i5	macro	0.0001	0.0605	0.0010
TR26756-c0_g1_i1	macro	0.0030	0.0402	0.0739
TR31613-c0_g3_i1	macro	0.0000	0.0402	0.0010
TR31613-c0_g6_i3	macro	0.0000	0.0144	0.0010
TR40153-c0_g1_i1	macro	0.0429	0.0547	0.7843
TR26715-c1_g2_i1	macro	0.0568	0.1011	0.5614
TR4042-c2_g1_i1	macro	0.0000	0.0146	0.0010
TR45040-c0_g1_i1	macro	0.0000	0.0490	0.0010
TR17722-c0_g5_i3	macro	0.0001	0.0556	0.0010
TR45639-c1_g1_i1	macro	0.0058	0.0156	0.3708
TR30722-c0_g2_i2	macro	0.0028	0.0095	0.3006
TR26483-c2_g1_i1	macro	0.0060	0.0175	0.3412
TR47556-c0_g3_i1	macro	0.0000	0.0000	0.5593
TR3983-c0_g1_i1	macro	0.0074	0.0139	0.5318
TR11887-c1_g2_i1	macro	0.0052	0.0001	99.0000
TR50303-c0_g1_i1	macro	0.0060	0.0399	0.1494
TR13953-c0_g2_i1	macro	0.0001	0.0774	0.0010
TR11648-c0_g3_i1	macro	0.0527	0.1611	0.3271
TR697-c2_g1_i3	macro	0.0029	0.0309	0.0939
TR11496-c0_g2_i1	macro	0.0232	0.0597	0.3884
TR36438-c0_g3_i1	macro	0.0025	0.0215	0.1178
TR35209-c0_g2_i1	macro	0.0049	0.0000	99.0000
TR45477-c0_g5_i1	macro	0.0141	0.1612	0.0876
TR37607-c1_g1_i1	macro	0.0000	0.0000	2.2274
TR9844-c0_g1_i1	macro	0.0000	0.0000	99.0000
TR13707-c0_g9_i1	macro	0.0000	0.0250	0.0010
TR20559-c0_g4_i1	macro	0.0001	0.1184	0.0010
TR22760-c0_g1_i1	macro	0.0818	71.8209	0.0011
TR7097-c0_g1_i1	macro	0.0172	0.0516	0.3331
TR15793-c0_g1_i3	macro	0.0027	0.0000	99.0000
TR39177-c0_g5_i1	macro	0.0194	0.1066	0.1817
TR39177-c0_g3_i2	macro	0.0078	0.0001	99.0000
TR21390-c0_g4_i1	macro	0.0320	0.0003	99.0000
TR29517-c0_g1_i1	macro	0.0334	0.2175	0.1537
TR14453-c0_g1_i1	macro	0.0000	0.0412	0.0010
TR46379-c2_g1_i1	macro	0.0000	0.0295	0.0010
TR32896-c0_g1_i1	macro	0.0013	0.0363	0.0351
TR19772-c1_g1_i1	macro	0.0090	0.0709	0.1269
TR12111-c0_g2_i1	macro	0.0457	0.0249	1.8395
TR18953-c1_g2_i1	macro	0.0039	0.0279	0.1384
TR12115-c0_g1_i1	macro	0.0000	0.0494	0.0010
TR8302-c0_g1_i2	macro	0.0000	0.0137	0.0010
TR37350-c1_g1_i4	macro	0.0048	0.0286	0.1664
TR9030-c0_g1_i3	macro	0.0000	0.0268	0.0010
TR12859-c0_g1_i1	macro	0.0000	0.0199	0.0010
TR28953-c0_g1_i1	macro	0.0001	0.0639	0.0010
TR41385-c1_g1_i2	macro	0.0047	0.0400	0.1174
TR38366-c0_g1_i1	macro	0.0025	0.0231	0.1091
TR12632-c0_g1_i2	macro	0.0157	0.0217	0.7235
TR39703-c0_g6_i2	macro	0.0000	0.0098	0.0010
TR44339-c1_g2_i1	macro	0.0215	0.0157	1.3668
TR27498-c0_g1_i2	macro	0.0000	0.0277	0.0010
TR29354-c0_g10_i1	macro	0.0000	0.0000	2.0000
TR18492-c0_g1_i2	macro	0.0071	0.0001	99.0000
TR44394-c0_g1_i1	macro	0.0039	0.0397	0.0984
TR45914-c0_g2_i1	macro	0.0149	0.0173	0.8618
TR19973-c0_g4_i1	macro	0.0000	0.0363	0.0010
TR484-c1_g1_i1	macro	0.0000	0.0278	0.0010
TR17602-c0_g1_i1	macro	0.0000	0.0000	1.5612
TR28369-c0_g2_i1	macro	0.0001	0.0935	0.0010
TR28369-c0_g4_i1	macro	0.0071	0.0167	0.4252
TR39552-c0_g2_i6	macro	0.0000	0.0166	0.0010
TR10366-c0_g2_i1	macro	0.0301	0.0153	1.9719
TR8434-c273_g2_i1	macro	0.0469	1.2271	0.0382
TR44407-c0_g3_i1	macro	0.0000	0.0100	0.0010
TR44407-c0_g4_i1	macro	0.0000	0.0123	0.0010
TR44407-c0_g1_i3	macro	0.0000	0.0121	0.0010
TR21418-c1_g1_i1	macro	0.0000	0.0294	0.0010
TR31985-c3_g22_i1	macro	0.0207	0.0248	0.8330
TR16669-c1_g2_i1	macro	0.0000	0.0427	0.0010
TR5312-c1_g2_i1	macro	0.0000	0.0000	0.0010
TR24782-c0_g2_i2	macro	0.0000	0.0000	0.0010
TR9748-c0_g1_i1	macro	0.0000	0.0000	79.8943
TR46403-c0_g1_i3	macro	0.0842	0.0811	1.0385
TR27443-c0_g4_i2	macro	0.0000	0.0215	0.0010
TR24935-c0_g2_i1	macro	0.1027	2.7019	0.0380
TR23614-c0_g1_i2	macro	0.0035	0.0394	0.0895
TR42330-c0_g2_i1	macro	0.0191	0.1024	0.1868
TR51253-c1_g1_i2	macro	0.0022	0.0470	0.0470
TR9287-c0_g1_i1	macro	0.0104	0.0001	99.0000
TR11787-c0_g1_i3	macro	0.0102	0.0260	0.3912
TR7671-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR24153-c0_g2_i1	macro	0.0014	0.0253	0.0562
TR33850-c1_g2_i1	macro	0.0000	0.0296	0.0010
TR15449-c0_g1_i1	macro	0.0000	0.0280	0.0010
TR19790-c0_g1_i1	macro	0.0130	0.0136	0.9549
TR30775-c0_g1_i1	macro	0.0021	0.0397	0.0530
TR878-c0_g1_i1	macro	0.0000	0.0262	0.0010
TR44868-c0_g1_i1	macro	0.0041	0.0000	99.0000
TR37856-c0_g2_i1	macro	0.0000	0.0405	0.0010
TR46824-c0_g1_i1	macro	0.1621	0.3790	0.4276
TR14731-c2_g3_i3	macro	0.0981	0.3646	0.2692
TR36226-c0_g1_i1	macro	0.0039	0.0175	0.2222
TR11903-c1_g1_i1	macro	0.0223	0.0821	0.2721
TR11286-c1_g1_i1	macro	0.0000	0.0115	0.0010
TR44754-c0_g2_i1	macro	0.0000	0.0379	0.0010
TR8137-c0_g2_i1	macro	0.0000	0.0371	0.0010
TR6528-c0_g1_i1	macro	0.0082	0.0160	0.5109
TR5607-c0_g1_i1	macro	0.0060	0.0614	0.0976
TR836-c1_g2_i1	macro	0.0000	0.0427	0.0010
TR6985-c0_g1_i1	macro	0.0000	0.0119	0.0010
TR31423-c0_g2_i1	macro	0.0072	0.0581	0.1240
TR9100-c7_g1_i1	macro	0.0030	0.0230	0.1304
TR34885-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR41659-c0_g3_i1	macro	0.0141	0.0476	0.2971
TR20811-c0_g1_i1	macro	0.0000	0.0000	0.5419
TR30434-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR40671-c1_g3_i1	macro	0.0072	0.0336	0.2143
TR11805-c0_g4_i1	macro	0.0087	0.0297	0.2921
TR11805-c0_g8_i3	macro	0.0050	0.0491	0.1026
TR11805-c0_g9_i3	macro	0.0000	0.0000	0.3829
TR27442-c0_g1_i1	macro	0.0138	0.0173	0.7975
TR43032-c1_g3_i1	macro	0.0000	0.0194	0.0010
TR6304-c0_g4_i1	macro	0.0317	0.1004	0.3163
TR28371-c0_g1_i1	macro	0.0000	0.0060	0.0010
TR48089-c1_g1_i1	macro	0.0000	0.0000	0.0010
TR17755-c1_g1_i1	macro	0.0095	0.0300	0.3159
TR9722-c0_g1_i1	macro	0.0000	0.0375	0.0010
TR38422-c0_g1_i1	macro	0.0042	0.0000	99.0000
TR7726-c0_g2_i1	macro	0.0095	0.0499	0.1903
TR27605-c0_g1_i1	macro	0.1509	5.8941	0.0256
TR32919-c0_g2_i1	macro	0.0152	0.1007	0.1505
TR14637-c0_g3_i3	macro	0.0000	0.0000	0.0010
TR14637-c0_g4_i1	macro	0.0002	0.1724	0.0010
TR26997-c0_g1_i1	macro	0.0000	0.0223	0.0010
TR2389-c0_g1_i2	macro	0.0000	0.0289	0.0010
TR21558-c0_g1_i8	macro	0.0000	0.0000	0.0010
TR21558-c0_g5_i1	macro	0.0200	0.0381	0.5253
TR42458-c0_g1_i1	macro	0.0274	0.0173	1.5847
TR27881-c0_g4_i2	macro	0.0124	0.0050	2.4723
TR47818-c0_g1_i1	macro	0.0000	0.0133	0.0010
TR43695-c0_g1_i1	macro	0.0000	0.0210	0.0010
TR44938-c0_g5_i1	macro	0.0000	0.0000	99.0000
TR6576-c0_g1_i1	macro	0.0000	0.0184	0.0010
TR50651-c0_g1_i1	macro	0.0000	0.0000	25.3852
TR9167-c0_g1_i2	macro	0.0000	0.0000	0.0010
TR18910-c0_g1_i1	macro	0.0098	0.0001	99.0000
TR15558-c0_g1_i1	macro	0.0171	0.0497	0.3440
TR10505-c0_g1_i1	macro	0.0000	0.0299	0.0010
TR44749-c0_g2_i1	macro	0.0000	0.0000	99.0000
TR44749-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR3601-c0_g3_i2	macro	0.1442	0.2260	0.6381
TR3486-c0_g1_i1	macro	0.0068	0.0486	0.1409
TR23548-c0_g1_i3	macro	0.0000	0.0194	0.0010
TR23548-c1_g2_i1	macro	0.0000	0.0333	0.0010
TR23548-c1_g6_i1	macro	0.0000	0.0156	0.0010
TR47111-c0_g5_i2	macro	0.0054	0.0001	99.0000
TR42357-c0_g1_i1	macro	0.0047	0.0815	0.0573
TR22331-c1_g2_i1	macro	0.0000	0.0246	0.0010
TR43905-c0_g1_i1	macro	0.0044	0.0146	0.3039
TR4011-c0_g2_i1	macro	0.0000	0.0454	0.0010
TR30093-c0_g1_i1	macro	0.0000	0.0116	0.0010
TR44544-c0_g1_i2	macro	0.0130	0.0059	2.2071
TR11581-c0_g1_i1	macro	0.0005	0.4680	0.0010
TR26178-c0_g1_i1	macro	0.0000	0.0453	0.0010
TR16803-c0_g1_i1	macro	0.0529	0.0849	0.6225
TR34637-c0_g2_i1	macro	0.0484	0.0645	0.7510
TR45484-c2_g1_i1	macro	0.0000	0.0000	2.5576
TR37131-c0_g8_i1	macro	0.0000	0.0000	0.1957
TR41694-c0_g1_i1	macro	0.0000	0.0000	0.0031
TR43736-c0_g1_i1	macro	0.0029	0.0183	0.1593
TR49126-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR33478-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR8516-c0_g1_i1	macro	0.0000	0.0138	0.0010
TR16309-c0_g2_i1	macro	0.0254	0.0368	0.6894
TR11697-c0_g1_i1	macro	0.0023	0.0218	0.1063
TR29203-c0_g7_i1	macro	0.0029	0.0112	0.2553
TR23122-c0_g1_i1	macro	0.0060	0.0687	0.0872
TR44970-c1_g4_i4	macro	0.0000	0.0176	0.0010
TR44970-c0_g3_i1	macro	0.0109	0.0292	0.3717
TR21567-c0_g8_i1	macro	0.0000	0.0207	0.0010
TR43610-c0_g1_i1	macro	0.0000	0.0337	0.0010
TR38127-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR21672-c0_g3_i1	macro	0.0000	0.0115	0.0010
TR21672-c0_g1_i2	macro	0.0001	0.0544	0.0010
TR28783-c0_g4_i1	macro	0.0000	0.0000	99.0000
TR28783-c0_g10_i1	macro	0.0000	0.0000	99.0000
TR39467-c0_g1_i1	macro	0.0000	0.0404	0.0010
TR48410-c0_g5_i2	macro	0.0038	0.0304	0.1260
TR48410-c0_g8_i1	macro	0.0000	0.0212	0.0010
TR7743-c0_g1_i1	macro	0.0057	0.0228	0.2516
TR19890-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR47059-c0_g1_i1	macro	0.0000	0.0417	0.0010
TR9812-c0_g3_i5	macro	0.0038	0.0525	0.0724
TR20266-c0_g1_i1	macro	0.0103	0.0665	0.1549
TR44288-c0_g7_i1	macro	0.0000	0.0000	99.0000
TR44288-c0_g4_i2	macro	0.0120	0.0894	0.1346
TR24344-c1_g2_i1	macro	0.0052	0.0525	0.0985
TR5040-c5_g3_i2	macro	0.0037	0.0557	0.0665
TR26721-c0_g4_i4	macro	0.0000	0.0369	0.0010
TR43880-c0_g1_i1	macro	0.0000	0.0164	0.0010
TR32866-c0_g3_i2	macro	0.0000	0.0000	0.0010
TR16737-c0_g4_i1	macro	0.0074	0.0001	99.0000
TR16737-c0_g3_i1	macro	0.0057	0.0001	99.0000
TR35405-c1_g1_i1	macro	0.0000	0.0292	0.0010
TR48739-c0_g2_i1	macro	0.0000	0.0000	0.0582
TR31638-c0_g1_i1	macro	0.0145	0.0207	0.6992
TR24529-c0_g1_i1	macro	0.0278	0.1065	0.2609
TR13971-c0_g1_i1	macro	0.0000	0.0082	0.0010
TR19191-c0_g1_i1	macro	0.0001	0.0548	0.0010
TR41870-c0_g2_i1	macro	0.0051	0.0115	0.4439
TR14782-c0_g2_i1	macro	0.0000	0.0257	0.0010
TR5334-c0_g1_i1	macro	0.0147	0.0936	0.1566
TR23166-c0_g1_i1	macro	0.0083	0.0531	0.1561
TR1974-c0_g1_i1	macro	0.0081	0.0001	99.0000
TR15441-c0_g7_i1	macro	0.0000	0.0175	0.0010
TR6234-c0_g1_i1	macro	0.0001	0.0575	0.0010
TR32327-c0_g1_i1	macro	0.0001	0.1348	0.0010
TR25309-c3_g1_i1	macro	0.0000	0.0364	0.0010
TR5995-c1_g1_i1	macro	0.0025	0.0613	0.0405
TR42931-c1_g7_i1	macro	0.0000	0.0248	0.0010
TR42931-c1_g2_i1	macro	0.0000	0.0000	0.3011
TR42931-c1_g6_i1	macro	0.0000	0.0000	0.0010
TR9835-c0_g2_i4	macro	0.0000	0.0381	0.0010
TR44424-c0_g2_i1	macro	0.0000	0.0389	0.0010
TR39657-c0_g1_i1	macro	0.0055	0.0346	0.1587
TR8371-c0_g3_i1	macro	0.0000	0.0294	0.0010
TR29574-c0_g1_i3	macro	0.0045	0.0705	0.0635
TR25658-c0_g1_i2	macro	0.0044	0.0418	0.1044
TR30664-c2_g1_i2	macro	0.0086	0.0526	0.1639
TR22872-c0_g1_i1	macro	0.0000	0.0134	0.0010
TR31297-c0_g1_i1	macro	0.0043	0.0264	0.1643
TR47336-c3_g1_i4	macro	0.0000	0.0071	0.0010
TR24983-c0_g1_i1	macro	0.0000	0.0073	0.0010
TR1638-c0_g2_i1	macro	0.0031	0.0283	0.1085
TR37092-c0_g1_i1	macro	0.0043	0.0558	0.0768
TR38597-c0_g1_i1	macro	0.0059	0.0157	0.3726
TR3899-c0_g1_i1	macro	0.0000	0.0395	0.0010
TR3172-c0_g4_i2	macro	0.0185	0.0760	0.2434
TR42424-c0_g3_i1	macro	0.0041	0.0145	0.2854
TR24911-c0_g1_i1	macro	0.0082	0.0428	0.1927
TR29247-c1_g6_i2	macro	0.0048	0.0344	0.1402
TR29247-c1_g1_i1	macro	0.0086	0.0199	0.4325
TR48395-c0_g1_i1	macro	0.0030	0.0770	0.0384
TR11846-c0_g3_i2	macro	0.0000	0.0139	0.0010
